customerid,cardnumber,cvvno,authfactor,cardtype,currencyid,issuemonth,issueyear,validuptomonth,validuptoyear,creditlimit,cashlimit,cardstatusid
662,5212345678900662,828,VI441066,1,1,10,2014,10,2017,49362.0,4936.2,1
663,5212345678900663,765,MA543387,2,1,2,2014,2,2020,25106.0,2510.6,1
664,5212345678900664,259,VI275045,1,1,5,2014,5,2018,59418.0,5941.8,1
665,5212345678900665,828,VI304587,1,1,1,2014,1,2017,59472.0,5947.2,1
666,5212345678900666,492,MA973092,2,1,11,2014,11,2017,22008.0,2200.8,1
667,5212345678900667,490,MA221309,2,1,4,2014,4,2019,52020.0,5202.0,1
668,5212345678900668,771,VI998660,1,1,2,2014,2,2019,8946.0,894.6,1
669,5212345678900669,700,VI125633,1,1,3,2014,3,2018,57170.0,5717.0,1
670,5212345678900670,791,AM335437,3,1,9,2014,9,2017,17108.0,1710.8,1
671,5212345678900671,326,AM168271,3,1,1,2014,1,2020,7666.0,766.6,1
672,5212345678900672,683,AM354395,3,1,5,2014,5,2018,49086.0,4908.6,1
673,5212345678900673,919,VI847633,1,1,3,2014,3,2017,18874.0,1887.4,1
674,5212345678900674,524,MA867882,2,1,5,2014,5,2017,25036.0,2503.6,1
675,5212345678900675,878,VI236188,1,1,7,2014,7,2017,20964.0,2096.4,1
676,5212345678900676,708,MA636611,2,1,2,2014,2,2020,37952.0,3795.2,1
677,5212345678900677,145,MA152050,2,1,11,2014,11,2018,63034.0,6303.4,1
678,5212345678900678,441,VI540935,1,1,12,2014,12,2020,38872.0,3887.2,1
679,5212345678900679,875,MA449308,2,1,6,2014,6,2017,37386.0,3738.6,1
680,5212345678900680,469,MA484347,2,1,8,2014,8,2018,37856.0,3785.6,1
681,5212345678900681,613,MA234690,2,1,3,2014,3,2019,23192.0,2319.2,1
682,5212345678900682,864,MA696109,2,1,12,2014,12,2018,34438.0,3443.8,1
683,5212345678900683,361,VI173740,1,1,4,2014,4,2020,29886.0,2988.6,1
684,5212345678900684,961,VI349736,1,1,7,2014,7,2019,28306.0,2830.6,1
685,5212345678900685,107,AM463770,3,1,7,2014,7,2019,66608.0,6660.8,1
686,5212345678900686,147,MA792242,2,1,4,2014,4,2019,55174.0,5517.4,1
687,5212345678900687,755,VI804221,1,1,2,2014,2,2019,19974.0,1997.4,1
688,5212345678900688,462,MA323668,2,1,1,2014,1,2017,23392.0,2339.2,1
689,5212345678900689,723,MA317190,2,1,12,2014,12,2017,61436.0,6143.6,1
690,5212345678900690,168,VI484054,1,1,3,2014,3,2018,19964.0,1996.4,1
691,5212345678900691,133,MA158502,2,1,8,2014,8,2019,16172.0,1617.2,1
692,5212345678900692,822,MA148424,2,1,12,2014,12,2020,30318.0,3031.8,1
693,5212345678900693,589,VI501809,1,1,5,2014,5,2017,24364.0,2436.4,1
694,5212345678900694,691,MA908217,2,1,8,2014,8,2020,25516.0,2551.6,1
695,5212345678900695,435,MA102874,2,1,8,2014,8,2018,38006.0,3800.6,1
696,5212345678900696,912,MA215066,2,1,2,2014,2,2017,56348.0,5634.8,1
697,5212345678900697,368,VI134283,1,1,12,2014,12,2018,63460.0,6346.0,1
698,5212345678900698,610,VI335735,1,1,1,2014,1,2017,26874.0,2687.4,1
699,5212345678900699,737,VI619373,1,1,5,2014,5,2020,34226.0,3422.6,1
700,5212345678900700,530,VI971247,1,1,8,2014,8,2018,59676.0,5967.6,1
701,5212345678900701,530,VI602091,1,1,3,2014,3,2017,42446.0,4244.6,1
702,5212345678900702,756,VI609601,1,1,11,2014,11,2020,25936.0,2593.6,1
703,5212345678900703,138,MA265334,2,1,7,2014,7,2017,47634.0,4763.4,1
704,5212345678900704,262,VI297174,1,1,5,2014,5,2019,7658.0,765.8,1
705,5212345678900705,842,VI681578,1,1,9,2014,9,2017,18334.0,1833.4,1
706,5212345678900706,249,VI761329,1,1,4,2014,4,2019,25264.0,2526.4,1
707,5212345678900707,419,VI481902,1,1,11,2014,11,2020,14894.0,1489.4,1
708,5212345678900708,815,VI592497,1,1,4,2014,4,2018,40312.0,4031.2,1
709,5212345678900709,477,VI339846,1,1,7,2014,7,2020,32524.0,3252.4,1
710,5212345678900710,510,MA634666,2,1,6,2014,6,2018,23272.0,2327.2,1
711,5212345678900711,951,MA596053,2,1,2,2014,2,2020,23372.0,2337.2,1
712,5212345678900712,336,MA739006,2,1,2,2014,2,2017,55602.0,5560.2,1
713,5212345678900713,346,AM241416,3,1,12,2014,12,2018,20654.0,2065.4,1
714,5212345678900714,820,MA143074,2,1,3,2014,3,2019,11120.0,1112.0,1
715,5212345678900715,597,MA768630,2,1,11,2014,11,2020,59886.0,5988.6,1
716,5212345678900716,407,VI533618,1,1,9,2014,9,2017,15804.0,1580.4,1
717,5212345678900717,351,VI819297,1,1,11,2014,11,2019,40120.0,4012.0,1
718,5212345678900718,856,VI127605,1,1,11,2014,11,2020,51906.0,5190.6,1
719,5212345678900719,883,VI461895,1,1,10,2014,10,2020,20936.0,2093.6,1
720,5212345678900720,301,MA931604,2,1,12,2014,12,2019,49024.0,4902.4,1
721,5212345678900721,948,VI161182,1,1,8,2014,8,2017,6714.0,671.4,1
722,5212345678900722,176,VI123985,1,1,5,2014,5,2019,11956.0,1195.6,1
723,5212345678900723,192,MA559160,2,1,12,2014,12,2018,36982.0,3698.2,1
724,5212345678900724,441,VI368109,1,1,2,2014,2,2019,27416.0,2741.6,1
725,5212345678900725,183,VI871070,1,1,9,2014,9,2017,60308.0,6030.8,1
726,5212345678900726,153,VI919560,1,1,3,2014,3,2020,52298.0,5229.8,1
727,5212345678900727,473,VI939512,1,1,10,2014,10,2017,58174.0,5817.4,1
728,5212345678900728,594,MA963594,2,1,12,2014,12,2017,26610.0,2661.0,1
729,5212345678900729,835,VI361907,1,1,1,2014,1,2017,15824.0,1582.4,1
730,5212345678900730,669,MA139791,2,1,5,2014,5,2018,63306.0,6330.6,1
731,5212345678900731,158,VI146683,1,1,10,2014,10,2019,32248.0,3224.8,1
732,5212345678900732,215,VI233329,1,1,12,2014,12,2017,56384.0,5638.4,1
733,5212345678900733,107,AM100997,3,1,5,2014,5,2017,53036.0,5303.6,1
734,5212345678900734,375,MA433347,2,1,10,2014,10,2020,37466.0,3746.6,1
735,5212345678900735,787,AM506348,3,1,11,2014,11,2018,31598.0,3159.8,1
736,5212345678900736,561,VI452069,1,1,5,2014,5,2019,35384.0,3538.4,1
737,5212345678900737,434,MA944959,2,1,1,2014,1,2019,28750.0,2875.0,1
738,5212345678900738,356,VI457142,1,1,1,2014,1,2019,28796.0,2879.6,1
739,5212345678900739,174,MA847458,2,1,9,2014,9,2019,66058.0,6605.8,1
740,5212345678900740,970,MA212114,2,1,2,2014,2,2019,47380.0,4738.0,1
741,5212345678900741,121,VI327145,1,1,11,2014,11,2020,65446.0,6544.6,1
742,5212345678900742,810,MA352205,2,1,9,2014,9,2020,59042.0,5904.2,1
743,5212345678900743,505,VI985195,1,1,6,2014,6,2019,26272.0,2627.2,1
744,5212345678900744,721,MA561986,2,1,3,2014,3,2019,61812.0,6181.2,1
745,5212345678900745,376,VI459878,1,1,9,2014,9,2019,23368.0,2336.8,1
746,5212345678900746,389,MA371948,2,1,7,2014,7,2018,8922.0,892.2,1
747,5212345678900747,906,VI728085,1,1,3,2014,3,2018,23048.0,2304.8,1
748,5212345678900748,147,MA552914,2,1,3,2014,3,2017,28742.0,2874.2,1
749,5212345678900749,812,MA942464,2,1,12,2014,12,2017,52860.0,5286.0,1
750,5212345678900750,918,MA164598,2,1,1,2014,1,2020,56128.0,5612.8,1
751,5212345678900751,986,MA301444,2,1,5,2014,5,2020,21294.0,2129.4,1
752,5212345678900752,976,VI391567,1,1,6,2014,6,2018,28356.0,2835.6,1
753,5212345678900753,531,MA220321,2,1,3,2014,3,2020,15168.0,1516.8,1
754,5212345678900754,148,MA557977,2,1,10,2014,10,2019,7698.0,769.8,1
755,5212345678900755,838,MA386218,2,1,2,2014,2,2019,15368.0,1536.8,1
756,5212345678900756,618,AM857541,3,1,7,2014,7,2017,38370.0,3837.0,1
757,5212345678900757,234,VI942173,1,1,2,2014,2,2018,34190.0,3419.0,1
758,5212345678900758,675,AM240982,3,1,3,2014,3,2017,29324.0,2932.4,1
759,5212345678900759,291,VI112684,1,1,1,2014,1,2020,29262.0,2926.2,1
760,5212345678900760,672,VI197506,1,1,12,2014,12,2019,53492.0,5349.2,1
761,5212345678900761,135,MA932823,2,1,9,2014,9,2020,43462.0,4346.2,1
762,5212345678900762,123,MA606689,2,1,11,2014,11,2017,21546.0,2154.6,1
763,5212345678900763,840,VI859186,1,1,4,2014,4,2019,26644.0,2664.4,1
764,5212345678900764,211,MA697948,2,1,4,2014,4,2017,63120.0,6312.0,1
765,5212345678900765,433,VI366795,1,1,3,2014,3,2018,13534.0,1353.4,1
766,5212345678900766,397,VI729431,1,1,6,2014,6,2018,61266.0,6126.6,1
767,5212345678900767,876,VI143019,1,1,4,2014,4,2018,30308.0,3030.8,1
768,5212345678900768,628,VI127519,1,1,5,2014,5,2017,20598.0,2059.8,1
769,5212345678900769,384,MA470504,2,1,1,2014,1,2019,62808.0,6280.8,1
770,5212345678900770,366,VI243381,1,1,5,2014,5,2018,14164.0,1416.4,1
771,5212345678900771,868,VI524234,1,1,3,2014,3,2018,51656.0,5165.6,1
772,5212345678900772,470,MA134962,2,1,1,2014,1,2020,60586.0,6058.6,1
773,5212345678900773,195,MA571231,2,1,4,2014,4,2020,49104.0,4910.4,1
774,5212345678900774,374,VI893144,1,1,2,2014,2,2020,45170.0,4517.0,1
775,5212345678900775,566,VI373525,1,1,10,2014,10,2019,64928.0,6492.8,1
776,5212345678900776,941,MA146714,2,1,8,2014,8,2020,29144.0,2914.4,1
777,5212345678900777,629,VI997904,1,1,12,2014,12,2017,18698.0,1869.8,1
778,5212345678900778,959,AM394623,3,1,6,2014,6,2019,28242.0,2824.2,1
779,5212345678900779,320,MA396140,2,1,1,2014,1,2019,40952.0,4095.2,1
780,5212345678900780,379,VI128660,1,1,10,2014,10,2019,18096.0,1809.6,1
781,5212345678900781,582,VI793138,1,1,12,2014,12,2020,43008.0,4300.8,1
782,5212345678900782,753,VI813700,1,1,6,2014,6,2020,22362.0,2236.2,1
783,5212345678900783,580,AM208452,3,1,3,2014,3,2018,51216.0,5121.6,1
784,5212345678900784,267,VI424366,1,1,8,2014,8,2018,39076.0,3907.6,1
785,5212345678900785,602,VI903680,1,1,9,2014,9,2019,20812.0,2081.2,1
786,5212345678900786,395,MA283826,2,1,3,2014,3,2018,18272.0,1827.2,1
787,5212345678900787,163,VI532674,1,1,4,2014,4,2020,32882.0,3288.2,1
788,5212345678900788,831,MA310746,2,1,6,2014,6,2020,22024.0,2202.4,1
789,5212345678900789,726,VI148250,1,1,10,2014,10,2018,40924.0,4092.4,1
790,5212345678900790,590,MA731218,2,1,5,2014,5,2018,35016.0,3501.6,1
791,5212345678900791,558,MA650683,2,1,12,2014,12,2018,50848.0,5084.8,1
792,5212345678900792,928,VI370317,1,1,9,2014,9,2018,9568.0,956.8,1
793,5212345678900793,798,VI434084,1,1,6,2014,6,2020,21242.0,2124.2,1
794,5212345678900794,731,MA900267,2,1,11,2014,11,2020,55168.0,5516.8,1
795,5212345678900795,990,VI323216,1,1,3,2014,3,2020,27430.0,2743.0,1
796,5212345678900796,493,VI195457,1,1,6,2014,6,2018,41992.0,4199.2,1
797,5212345678900797,101,AM826281,3,1,5,2014,5,2019,16204.0,1620.4,1
798,5212345678900798,443,VI914697,1,1,12,2014,12,2020,17132.0,1713.2,1
799,5212345678900799,180,VI480566,1,1,4,2014,4,2017,23552.0,2355.2,1
800,5212345678900800,255,VI624583,1,1,11,2014,11,2019,59668.0,5966.8,1
801,5212345678900801,514,VI983406,1,1,11,2014,11,2020,40460.0,4046.0,1
802,5212345678900802,188,MA545314,2,1,3,2014,3,2020,40822.0,4082.2,1
803,5212345678900803,563,MA271637,2,1,8,2014,8,2017,9386.0,938.6,1
804,5212345678900804,486,VI818508,1,1,12,2014,12,2020,52926.0,5292.6,1
805,5212345678900805,819,AM998864,3,1,7,2014,7,2017,40422.0,4042.2,1
806,5212345678900806,479,VI555529,1,1,3,2014,3,2019,18858.0,1885.8,1
807,5212345678900807,425,MA901420,2,1,3,2014,3,2020,49216.0,4921.6,1
808,5212345678900808,901,VI293774,1,1,11,2014,11,2020,8296.0,829.6,1
809,5212345678900809,507,MA174627,2,1,5,2014,5,2019,63632.0,6363.2,1
810,5212345678900810,643,MA728542,2,1,2,2014,2,2018,23736.0,2373.6,1
811,5212345678900811,597,AM811823,3,1,9,2014,9,2018,49334.0,4933.4,1
812,5212345678900812,982,VI961430,1,1,2,2014,2,2018,31086.0,3108.6,1
813,5212345678900813,786,VI116213,1,1,6,2014,6,2018,44384.0,4438.4,1
814,5212345678900814,444,VI339133,1,1,9,2014,9,2017,58756.0,5875.6,1
815,5212345678900815,856,MA558996,2,1,2,2014,2,2017,56214.0,5621.4,1
816,5212345678900816,708,VI843206,1,1,8,2014,8,2018,53994.0,5399.4,1
817,5212345678900817,574,VI935569,1,1,6,2014,6,2018,50992.0,5099.2,1
818,5212345678900818,993,VI760129,1,1,4,2014,4,2020,46648.0,4664.8,1
819,5212345678900819,840,VI383848,1,1,11,2014,11,2019,40660.0,4066.0,1
820,5212345678900820,622,VI373946,1,1,5,2014,5,2020,56486.0,5648.6,1
821,5212345678900821,729,VI938824,1,1,3,2014,3,2017,62526.0,6252.6,1
822,5212345678900822,858,VI324195,1,1,3,2014,3,2017,7438.0,743.8,1
823,5212345678900823,974,VI620926,1,1,5,2014,5,2018,21956.0,2195.6,1
824,5212345678900824,692,VI523261,1,1,10,2014,10,2017,9356.0,935.6,1
825,5212345678900825,811,VI400745,1,1,8,2014,8,2018,26720.0,2672.0,1
826,5212345678900826,840,VI363386,1,1,7,2014,7,2017,54822.0,5482.2,1
827,5212345678900827,334,MA707612,2,1,11,2014,11,2017,11868.0,1186.8,1
828,5212345678900828,617,MA477069,2,1,9,2014,9,2017,35266.0,3526.6,1
829,5212345678900829,768,MA457258,2,1,5,2014,5,2017,35566.0,3556.6,1
830,5212345678900830,481,VI190575,1,1,6,2014,6,2017,14166.0,1416.6,1
831,5212345678900831,305,VI192885,1,1,8,2014,8,2019,35426.0,3542.6,1
832,5212345678900832,805,VI664163,1,1,4,2014,4,2020,29132.0,2913.2,1
833,5212345678900833,685,MA670545,2,1,4,2014,4,2018,36700.0,3670.0,1
834,5212345678900834,911,VI103481,1,1,3,2014,3,2019,19296.0,1929.6,1
835,5212345678900835,666,VI488424,1,1,11,2014,11,2018,24336.0,2433.6,1
836,5212345678900836,330,VI258644,1,1,9,2014,9,2020,60862.0,6086.2,1
837,5212345678900837,675,MA273557,2,1,7,2014,7,2017,40000.0,4000.0,1
838,5212345678900838,900,VI717296,1,1,2,2014,2,2020,13234.0,1323.4,1
839,5212345678900839,820,MA772484,2,1,5,2014,5,2020,63772.0,6377.2,1
840,5212345678900840,697,VI667794,1,1,5,2014,5,2018,38038.0,3803.8,1
841,5212345678900841,971,VI628703,1,1,7,2014,7,2018,30340.0,3034.0,1
842,5212345678900842,301,VI737926,1,1,9,2014,9,2018,51144.0,5114.4,1
843,5212345678900843,540,VI688067,1,1,5,2014,5,2020,48744.0,4874.4,1
844,5212345678900844,214,MA500136,2,1,1,2014,1,2019,13448.0,1344.8,1
845,5212345678900845,279,VI214899,1,1,8,2014,8,2017,55146.0,5514.6,1
846,5212345678900846,437,MA785618,2,1,4,2014,4,2020,28628.0,2862.8,1
847,5212345678900847,956,MA277194,2,1,11,2014,11,2017,16848.0,1684.8,1
848,5212345678900848,827,AM120606,3,1,11,2014,11,2018,31632.0,3163.2,1
849,5212345678900849,453,VI431840,1,1,11,2014,11,2018,20684.0,2068.4,1
850,5212345678900850,629,MA758917,2,1,10,2014,10,2017,40032.0,4003.2,1
851,5212345678900851,414,MA509317,2,1,3,2014,3,2019,32404.0,3240.4,1
852,5212345678900852,169,VI452191,1,1,10,2014,10,2019,60880.0,6088.0,1
853,5212345678900853,808,MA362172,2,1,8,2014,8,2020,54746.0,5474.6,1
854,5212345678900854,105,MA129600,2,1,2,2014,2,2017,27062.0,2706.2,1
855,5212345678900855,857,VI120692,1,1,2,2014,2,2020,50670.0,5067.0,1
856,5212345678900856,879,VI108008,1,1,6,2014,6,2020,45472.0,4547.2,1
857,5212345678900857,698,VI684775,1,1,7,2014,7,2017,22786.0,2278.6,1
858,5212345678900858,305,VI555250,1,1,1,2014,1,2017,19346.0,1934.6,1
859,5212345678900859,530,VI880588,1,1,4,2014,4,2017,63916.0,6391.6,1
860,5212345678900860,396,MA114416,2,1,2,2014,2,2019,28110.0,2811.0,1
861,5212345678900861,691,VI671688,1,1,9,2014,9,2020,60090.0,6009.0,1
862,5212345678900862,290,VI210598,1,1,4,2014,4,2018,43656.0,4365.6,1
863,5212345678900863,313,VI220010,1,1,12,2014,12,2017,55472.0,5547.2,1
864,5212345678900864,768,MA292913,2,1,1,2014,1,2020,35768.0,3576.8,1
865,5212345678900865,193,MA556471,2,1,4,2014,4,2019,65044.0,6504.4,1
866,5212345678900866,623,MA827698,2,1,4,2014,4,2019,58830.0,5883.0,1
867,5212345678900867,127,VI764506,1,1,3,2014,3,2020,54318.0,5431.8,1
868,5212345678900868,437,MA290502,2,1,2,2014,2,2019,40276.0,4027.6,1
869,5212345678900869,274,VI290541,1,1,1,2014,1,2020,52656.0,5265.6,1
870,5212345678900870,640,VI389995,1,1,10,2014,10,2017,25860.0,2586.0,1
871,5212345678900871,701,MA700688,2,1,11,2014,11,2018,39868.0,3986.8,1
872,5212345678900872,365,VI336428,1,1,9,2014,9,2019,16414.0,1641.4,1
873,5212345678900873,844,MA347080,2,1,10,2014,10,2018,31928.0,3192.8,1
874,5212345678900874,726,VI467074,1,1,4,2014,4,2017,37050.0,3705.0,1
875,5212345678900875,721,MA321679,2,1,10,2014,10,2017,7450.0,745.0,1
876,5212345678900876,412,MA859726,2,1,6,2014,6,2019,23548.0,2354.8,1
877,5212345678900877,730,VI693395,1,1,1,2014,1,2018,42474.0,4247.4,1
878,5212345678900878,588,MA873011,2,1,11,2014,11,2020,28326.0,2832.6,1
879,5212345678900879,777,MA121604,2,1,2,2014,2,2017,6896.0,689.6,1
880,5212345678900880,437,AM783129,3,1,4,2014,4,2018,27144.0,2714.4,1
881,5212345678900881,785,VI451540,1,1,4,2014,4,2020,46438.0,4643.8,1
882,5212345678900882,807,AM575337,3,1,1,2014,1,2017,50146.0,5014.6,1
883,5212345678900883,975,VI871328,1,1,2,2014,2,2018,36922.0,3692.2,1
884,5212345678900884,335,AM343166,3,1,5,2014,5,2019,26894.0,2689.4,1
885,5212345678900885,489,VI283206,1,1,12,2014,12,2020,41208.0,4120.8,1
886,5212345678900886,647,VI956120,1,1,1,2014,1,2020,9230.0,923.0,1
887,5212345678900887,369,VI193115,1,1,7,2014,7,2019,62666.0,6266.6,1
888,5212345678900888,914,AM827721,3,1,2,2014,2,2018,9900.0,990.0,1
889,5212345678900889,240,MA978282,2,1,1,2014,1,2017,15794.0,1579.4,1
890,5212345678900890,741,VI593362,1,1,5,2014,5,2019,55004.0,5500.4,1
891,5212345678900891,987,VI852293,1,1,11,2014,11,2018,43976.0,4397.6,1
892,5212345678900892,767,VI403422,1,1,6,2014,6,2017,25752.0,2575.2,1
893,5212345678900893,873,MA195214,2,1,1,2014,1,2020,42220.0,4222.0,1
894,5212345678900894,909,VI685832,1,1,12,2014,12,2017,30712.0,3071.2,1
895,5212345678900895,996,MA250491,2,1,4,2014,4,2020,61296.0,6129.6,1
896,5212345678900896,335,MA856047,2,1,5,2014,5,2019,52888.0,5288.8,1
897,5212345678900897,852,VI701592,1,1,1,2014,1,2020,21380.0,2138.0,1
898,5212345678900898,385,MA498496,2,1,1,2014,1,2017,60096.0,6009.6,1
899,5212345678900899,842,VI372789,1,1,9,2014,9,2020,48110.0,4811.0,1
900,5212345678900900,441,VI359419,1,1,6,2014,6,2017,62472.0,6247.2,1
901,5212345678900901,496,AM105308,3,1,7,2014,7,2017,60518.0,6051.8,1
902,5212345678900902,280,VI242361,1,1,11,2014,11,2017,34152.0,3415.2,1
903,5212345678900903,892,MA182254,2,1,3,2014,3,2017,40512.0,4051.2,1
904,5212345678900904,172,VI770949,1,1,9,2014,9,2018,9492.0,949.2,1
905,5212345678900905,585,VI790865,1,1,3,2014,3,2018,60360.0,6036.0,1
906,5212345678900906,454,MA220469,2,1,9,2014,9,2018,64400.0,6440.0,1
907,5212345678900907,934,VI889212,1,1,7,2014,7,2019,58938.0,5893.8,1
908,5212345678900908,682,MA812666,2,1,7,2014,7,2019,9742.0,974.2,1
909,5212345678900909,174,AM788177,3,1,4,2014,4,2019,48102.0,4810.2,1
910,5212345678900910,266,VI736059,1,1,1,2014,1,2018,22680.0,2268.0,1
911,5212345678900911,980,VI266092,1,1,3,2014,3,2020,21570.0,2157.0,1
912,5212345678900912,538,VI252537,1,1,9,2014,9,2019,11866.0,1186.6,1
913,5212345678900913,215,AM996971,3,1,1,2014,1,2017,46670.0,4667.0,1
914,5212345678900914,146,MA810771,2,1,1,2014,1,2017,14006.0,1400.6,1
915,5212345678900915,907,VI793806,1,1,2,2014,2,2019,61474.0,6147.4,1
916,5212345678900916,667,MA907179,2,1,7,2014,7,2020,53720.0,5372.0,1
917,5212345678900917,660,VI278467,1,1,7,2014,7,2018,21788.0,2178.8,1
918,5212345678900918,200,VI289931,1,1,5,2014,5,2018,47538.0,4753.8,1
919,5212345678900919,145,AM529519,3,1,2,2014,2,2018,66252.0,6625.2,1
920,5212345678900920,333,VI280697,1,1,7,2014,7,2019,54786.0,5478.6,1
921,5212345678900921,686,VI820812,1,1,3,2014,3,2020,57178.0,5717.8,1
922,5212345678900922,708,VI672329,1,1,5,2014,5,2019,63694.0,6369.4,1
923,5212345678900923,880,MA796194,2,1,7,2014,7,2018,35682.0,3568.2,1
924,5212345678900924,894,AM819722,3,1,8,2014,8,2018,19772.0,1977.2,1
925,5212345678900925,119,AM623674,3,1,2,2014,2,2018,42398.0,4239.8,1
926,5212345678900926,783,AM684343,3,1,9,2014,9,2018,57906.0,5790.6,1
927,5212345678900927,693,AM654912,3,1,5,2014,5,2019,8832.0,883.2,1
928,5212345678900928,497,VI702185,1,1,5,2014,5,2020,38074.0,3807.4,1
929,5212345678900929,139,MA567422,2,1,10,2014,10,2018,32018.0,3201.8,1
930,5212345678900930,823,AM939271,3,1,6,2014,6,2017,61218.0,6121.8,1
931,5212345678900931,918,VI978056,1,1,11,2014,11,2020,54150.0,5415.0,1
932,5212345678900932,410,AM318519,3,1,8,2014,8,2018,59424.0,5942.4,1
933,5212345678900933,614,VI858361,1,1,4,2014,4,2020,12772.0,1277.2,1
934,5212345678900934,695,VI942144,1,1,9,2014,9,2017,40846.0,4084.6,1
935,5212345678900935,648,MA271391,2,1,4,2014,4,2019,11546.0,1154.6,1
936,5212345678900936,229,VI208016,1,1,11,2014,11,2018,19780.0,1978.0,1
937,5212345678900937,932,VI748740,1,1,7,2014,7,2019,40060.0,4006.0,1
938,5212345678900938,760,VI927318,1,1,3,2014,3,2018,53070.0,5307.0,1
939,5212345678900939,702,VI274930,1,1,6,2014,6,2020,39142.0,3914.2,1
940,5212345678900940,649,MA733031,2,1,6,2014,6,2018,45442.0,4544.2,1
941,5212345678900941,874,MA280192,2,1,8,2014,8,2020,50746.0,5074.6,1
942,5212345678900942,326,MA588198,2,1,2,2014,2,2020,48126.0,4812.6,1
943,5212345678900943,255,MA279923,2,1,3,2014,3,2019,45982.0,4598.2,1
944,5212345678900944,767,MA981645,2,1,2,2014,2,2017,55446.0,5544.6,1
945,5212345678900945,922,VI453620,1,1,1,2014,1,2018,37284.0,3728.4,1
946,5212345678900946,586,VI768417,1,1,11,2014,11,2017,48070.0,4807.0,1
947,5212345678900947,612,MA128066,2,1,1,2014,1,2017,56644.0,5664.4,1
948,5212345678900948,101,MA913022,2,1,2,2014,2,2017,59910.0,5991.0,1
949,5212345678900949,760,VI138406,1,1,4,2014,4,2018,50386.0,5038.6,1
950,5212345678900950,799,MA858230,2,1,8,2014,8,2017,62028.0,6202.8,1
951,5212345678900951,262,VI495318,1,1,3,2014,3,2019,29406.0,2940.6,1
952,5212345678900952,970,VI695403,1,1,2,2014,2,2020,30748.0,3074.8,1
953,5212345678900953,470,MA227491,2,1,11,2014,11,2020,34284.0,3428.4,1
954,5212345678900954,588,MA940784,2,1,11,2014,11,2017,53202.0,5320.2,1
955,5212345678900955,534,MA916051,2,1,1,2014,1,2017,39150.0,3915.0,1
956,5212345678900956,209,VI180678,1,1,6,2014,6,2020,58536.0,5853.6,1
957,5212345678900957,600,MA294881,2,1,3,2014,3,2018,47584.0,4758.4,1
958,5212345678900958,791,VI679290,1,1,9,2014,9,2017,59244.0,5924.4,1
959,5212345678900959,391,VI544138,1,1,2,2014,2,2020,10840.0,1084.0,1
960,5212345678900960,555,AM523785,3,1,11,2014,11,2018,50486.0,5048.6,1
961,5212345678900961,230,VI585327,1,1,6,2014,6,2019,24672.0,2467.2,1
962,5212345678900962,585,MA126173,2,1,12,2014,12,2017,26294.0,2629.4,1
963,5212345678900963,544,VI985526,1,1,3,2014,3,2017,21580.0,2158.0,1
964,5212345678900964,878,VI949430,1,1,12,2014,12,2020,13594.0,1359.4,1
965,5212345678900965,829,VI963493,1,1,7,2014,7,2018,48708.0,4870.8,1
966,5212345678900966,776,VI258375,1,1,4,2014,4,2017,61370.0,6137.0,1
967,5212345678900967,525,VI386223,1,1,5,2014,5,2019,15036.0,1503.6,1
968,5212345678900968,123,VI378277,1,1,9,2014,9,2019,27010.0,2701.0,1
969,5212345678900969,364,MA993848,2,1,6,2014,6,2018,20962.0,2096.2,1
970,5212345678900970,785,VI452561,1,1,1,2014,1,2019,53124.0,5312.4,1
971,5212345678900971,539,MA333366,2,1,7,2014,7,2017,47254.0,4725.4,1
972,5212345678900972,233,MA291578,2,1,9,2014,9,2017,30416.0,3041.6,1
973,5212345678900973,290,VI840888,1,1,2,2014,2,2018,31320.0,3132.0,1
974,5212345678900974,265,VI409736,1,1,10,2014,10,2017,65638.0,6563.8,1
975,5212345678900975,930,MA214101,2,1,4,2014,4,2017,25548.0,2554.8,1
976,5212345678900976,835,MA645618,2,1,5,2014,5,2017,7370.0,737.0,1
977,5212345678900977,370,VI834609,1,1,11,2014,11,2018,56734.0,5673.4,1
978,5212345678900978,899,MA319963,2,1,9,2014,9,2017,10890.0,1089.0,1
979,5212345678900979,399,VI608855,1,1,12,2014,12,2020,9896.0,989.6,1
980,5212345678900980,998,VI815118,1,1,5,2014,5,2019,31164.0,3116.4,1
981,5212345678900981,789,MA301890,2,1,2,2014,2,2018,54070.0,5407.0,1
982,5212345678900982,621,MA435184,2,1,6,2014,6,2019,51504.0,5150.4,1
983,5212345678900983,144,MA304963,2,1,11,2014,11,2018,64944.0,6494.4,1
984,5212345678900984,963,VI269042,1,1,9,2014,9,2017,19916.0,1991.6,1
985,5212345678900985,494,AM644147,3,1,4,2014,4,2017,57790.0,5779.0,1
986,5212345678900986,214,VI410975,1,1,9,2014,9,2018,61478.0,6147.8,1
987,5212345678900987,714,VI113956,1,1,3,2014,3,2020,58888.0,5888.8,1
988,5212345678900988,600,MA153024,2,1,4,2014,4,2019,65060.0,6506.0,1
989,5212345678900989,340,VI641766,1,1,8,2014,8,2018,20862.0,2086.2,1
990,5212345678900990,929,VI754341,1,1,5,2014,5,2019,30364.0,3036.4,1
991,5212345678900991,170,VI834880,1,1,2,2014,2,2018,40916.0,4091.6,1
992,5212345678900992,169,AM835021,3,1,11,2014,11,2017,9716.0,971.6,1
993,5212345678900993,459,AM576594,3,1,4,2014,4,2017,47488.0,4748.8,1
