id,loannumber,wiretypeid,fromBank,fromaccountid,amount,whentime
3339,39,1,SBINUS39XXX,880727,2939.0,2014-12-10 20:09:51
3340,40,1,SBINUS39XXX,712159,5550.0,2014-12-10 20:09:51
3341,41,1,SBINUS39XXX,918519,1530.0,2014-12-10 20:09:51
3342,42,1,SBINUS39XXX,150467,1524.0,2014-12-10 20:09:51
3343,43,1,SBINUS39XXX,936179,1423.0,2014-12-10 20:09:51
3344,44,1,SBINUS39XXX,699610,3329.0,2014-12-10 20:09:51
3345,45,1,SBINUS39XXX,236879,4491.0,2014-12-10 20:09:51
3346,46,1,SBINUS39XXX,237738,3942.0,2014-12-10 20:09:51
3347,47,1,SBINUS39XXX,518505,5914.0,2014-12-10 20:09:51
3348,48,1,SBINUS39XXX,166202,3880.0,2014-12-10 20:09:51
3349,49,1,SBINUS39XXX,697202,737.0,2014-12-10 20:09:51
3350,50,1,SBINUS39XXX,873515,1839.0,2014-12-10 20:09:51
3351,51,1,SBINUS39XXX,491731,5063.0,2014-12-10 20:09:51
3352,52,1,SBINUS39XXX,306189,1655.0,2014-12-10 20:09:51
3353,53,1,SBINUS39XXX,943992,5435.0,2014-12-10 20:09:51
3354,54,1,SBINUS39XXX,163625,2573.0,2014-12-10 20:09:51
3355,55,1,SBINUS39XXX,826972,5548.0,2014-12-10 20:09:51
3356,56,1,SBINUS39XXX,941307,3680.0,2014-12-10 20:09:51
3357,57,1,SBINUS39XXX,467280,4819.0,2014-12-10 20:09:51
3358,58,1,SBINUS39XXX,624937,3280.0,2014-12-10 20:09:51
3359,59,1,SBINUS39XXX,518480,5920.0,2014-12-10 20:09:51
3360,60,1,SBINUS39XXX,936429,2609.0,2014-12-10 20:09:51
3361,61,1,SBINUS39XXX,828379,2049.0,2014-12-10 20:09:51
3362,62,1,SBINUS39XXX,203790,3942.0,2014-12-10 20:09:51
3363,63,1,SBINUS39XXX,165101,4054.0,2014-12-10 20:09:51
3364,64,1,SBINUS39XXX,420727,4781.0,2014-12-10 20:09:51
3365,65,1,SBINUS39XXX,745558,3279.0,2014-12-10 20:09:51
3366,66,1,SBINUS39XXX,781588,4934.0,2014-12-10 20:09:51
3367,67,1,SBINUS39XXX,531934,5041.0,2014-12-10 20:09:51
3368,68,1,SBINUS39XXX,471852,5161.0,2014-12-10 20:09:51
3369,69,1,SBINUS39XXX,413103,4338.0,2014-12-10 20:09:51
3370,70,1,SBINUS39XXX,268381,864.0,2014-12-10 20:09:51
3371,71,1,SBINUS39XXX,921658,2101.0,2014-12-10 20:09:51
3372,72,1,SBINUS39XXX,988304,4646.0,2014-12-10 20:09:51
3373,73,1,SBINUS39XXX,587734,5647.0,2014-12-10 20:09:51
3374,74,1,SBINUS39XXX,751890,4304.0,2014-12-10 20:09:51
3375,75,1,SBINUS39XXX,969725,4697.0,2014-12-10 20:09:51
3376,76,1,SBINUS39XXX,708666,2111.0,2014-12-10 20:09:51
3377,77,1,SBINUS39XXX,764406,4992.0,2014-12-10 20:09:51
3378,78,1,SBINUS39XXX,874008,5167.0,2014-12-10 20:09:51
3379,79,1,SBINUS39XXX,475510,2191.0,2014-12-10 20:09:51
3380,80,1,SBINUS39XXX,960256,3124.0,2014-12-10 20:09:51
3381,81,1,SBINUS39XXX,962257,1787.0,2014-12-10 20:09:51
3382,82,1,SBINUS39XXX,940970,2315.0,2014-12-10 20:09:51
3383,83,1,SBINUS39XXX,943072,5207.0,2014-12-10 20:09:51
3384,84,1,SBINUS39XXX,749337,2270.0,2014-12-10 20:09:51
3385,85,1,SBINUS39XXX,486555,5759.0,2014-12-10 20:09:51
3386,86,1,SBINUS39XXX,930344,1393.0,2014-12-10 20:09:51
3387,87,1,SBINUS39XXX,602125,5230.0,2014-12-10 20:09:51
3388,88,1,SBINUS39XXX,752325,2625.0,2014-12-10 20:09:51
3389,89,1,SBINUS39XXX,893766,3810.0,2014-12-10 20:09:51
3390,90,1,SBINUS39XXX,624005,4627.0,2014-12-10 20:09:51
3391,91,1,SBINUS39XXX,275651,4221.0,2014-12-10 20:09:51
3392,92,1,SBINUS39XXX,908786,1691.0,2014-12-10 20:09:51
3393,93,1,SBINUS39XXX,844747,2223.0,2014-12-10 20:09:51
3394,94,1,SBINUS39XXX,627076,3071.0,2014-12-10 20:09:51
3395,95,1,SBINUS39XXX,876359,3844.0,2014-12-10 20:09:51
3396,96,1,SBINUS39XXX,192134,5931.0,2014-12-10 20:09:51
3397,97,1,SBINUS39XXX,666203,3947.0,2014-12-10 20:09:51
3398,98,1,SBINUS39XXX,674477,5793.0,2014-12-10 20:09:51
3399,99,1,SBINUS39XXX,418939,2691.0,2014-12-10 20:09:51
3400,100,1,SBINUS39XXX,932297,1869.0,2014-12-10 20:09:51
3401,1,1,SBINUS39XXX,891272,1196.0,2015-01-10 19:59:51
3402,2,1,SBINUS39XXX,567538,1705.0,2015-01-10 19:59:51
3403,3,1,SBINUS39XXX,500724,908.0,2015-01-10 19:59:51
3404,4,1,SBINUS39XXX,914466,4144.0,2015-01-10 19:59:51
3405,5,1,SBINUS39XXX,783774,2722.0,2015-01-10 19:59:51
3406,6,1,SBINUS39XXX,663702,3511.0,2015-01-10 19:59:51
3407,7,1,SBINUS39XXX,636714,3284.0,2015-01-10 19:59:51
3408,8,1,SBINUS39XXX,878538,679.0,2015-01-10 19:59:51
3409,9,1,SBINUS39XXX,450148,1394.0,2015-01-10 19:59:51
3410,10,1,SBINUS39XXX,839923,2765.0,2015-01-10 19:59:51
3411,11,1,SBINUS39XXX,891150,4256.0,2015-01-10 19:59:51
3412,12,1,SBINUS39XXX,620127,3577.0,2015-01-10 19:59:51
3413,13,1,SBINUS39XXX,212335,3032.0,2015-01-10 19:59:51
3414,14,1,SBINUS39XXX,893318,1798.0,2015-01-10 19:59:51
3415,15,1,SBINUS39XXX,524070,3929.0,2015-01-10 19:59:51
3416,16,1,SBINUS39XXX,763673,1615.0,2015-01-10 19:59:51
3417,17,1,SBINUS39XXX,115528,2657.0,2015-01-10 19:59:51
3418,18,1,SBINUS39XXX,220113,3221.0,2015-01-10 19:59:51
3419,19,1,SBINUS39XXX,478877,1312.0,2015-01-10 19:59:51
3420,20,1,SBINUS39XXX,554762,5515.0,2015-01-10 19:59:51
3421,21,1,SBINUS39XXX,871572,2750.0,2015-01-10 19:59:51
3422,22,1,SBINUS39XXX,672289,4363.0,2015-01-10 19:59:51
3423,23,1,SBINUS39XXX,768282,3965.0,2015-01-10 19:59:51
3424,24,1,SBINUS39XXX,393938,1841.0,2015-01-10 19:59:51
3425,25,1,SBINUS39XXX,345727,2449.0,2015-01-10 19:59:51
3426,26,1,SBINUS39XXX,954873,4538.0,2015-01-10 19:59:51
3427,27,1,SBINUS39XXX,932991,5482.0,2015-01-10 19:59:51
3428,28,1,SBINUS39XXX,184756,3085.0,2015-01-10 19:59:51
3429,29,1,SBINUS39XXX,967879,1467.0,2015-01-10 19:59:51
3430,30,1,SBINUS39XXX,393851,2964.0,2015-01-10 19:59:51
3431,31,1,SBINUS39XXX,470262,4452.0,2015-01-10 19:59:51
3432,32,1,SBINUS39XXX,305156,5121.0,2015-01-10 19:59:51
3433,33,1,SBINUS39XXX,589197,2128.0,2015-01-10 19:59:51
3434,34,1,SBINUS39XXX,371491,5925.0,2015-01-10 19:59:51
3435,35,1,SBINUS39XXX,923660,1422.0,2015-01-10 19:59:51
3436,36,1,SBINUS39XXX,125917,4921.0,2015-01-10 19:59:51
3437,37,1,SBINUS39XXX,308183,1640.0,2015-01-10 19:59:51
3438,38,1,SBINUS39XXX,918862,5093.0,2015-01-10 19:59:51
3439,39,1,SBINUS39XXX,880727,2939.0,2015-01-10 19:59:51
3440,40,1,SBINUS39XXX,712159,5550.0,2015-01-10 19:59:51
3441,41,1,SBINUS39XXX,918519,1530.0,2015-01-10 19:59:51
3442,42,1,SBINUS39XXX,150467,1524.0,2015-01-10 19:59:51
3443,43,1,SBINUS39XXX,936179,1423.0,2015-01-10 19:59:51
3444,44,1,SBINUS39XXX,699610,3329.0,2015-01-10 19:59:51
3445,45,1,SBINUS39XXX,236879,4491.0,2015-01-10 19:59:51
3446,46,1,SBINUS39XXX,237738,3942.0,2015-01-10 19:59:51
3447,47,1,SBINUS39XXX,518505,5914.0,2015-01-10 19:59:51
3448,48,1,SBINUS39XXX,166202,3880.0,2015-01-10 19:59:51
3449,49,1,SBINUS39XXX,697202,737.0,2015-01-10 19:59:51
3450,50,1,SBINUS39XXX,873515,1839.0,2015-01-10 19:59:51
3451,51,1,SBINUS39XXX,491731,5063.0,2015-01-10 19:59:51
3452,52,1,SBINUS39XXX,306189,1655.0,2015-01-10 19:59:51
3453,53,1,SBINUS39XXX,943992,5435.0,2015-01-10 19:59:51
3454,54,1,SBINUS39XXX,163625,2573.0,2015-01-10 19:59:51
3455,55,1,SBINUS39XXX,826972,5548.0,2015-01-10 19:59:51
3456,56,1,SBINUS39XXX,941307,3680.0,2015-01-10 19:59:51
3457,57,1,SBINUS39XXX,467280,4819.0,2015-01-10 19:59:51
3458,58,1,SBINUS39XXX,624937,3280.0,2015-01-10 19:59:51
3459,59,1,SBINUS39XXX,518480,5920.0,2015-01-10 19:59:51
3460,60,1,SBINUS39XXX,936429,2609.0,2015-01-10 19:59:51
3461,61,1,SBINUS39XXX,828379,4098.0,2015-01-10 19:59:51
3462,62,1,SBINUS39XXX,203790,3942.0,2015-01-10 19:59:51
3463,63,1,SBINUS39XXX,165101,4054.0,2015-01-10 19:59:51
3464,64,1,SBINUS39XXX,420727,4781.0,2015-01-10 19:59:51
3465,65,1,SBINUS39XXX,745558,3279.0,2015-01-10 19:59:51
3466,66,1,SBINUS39XXX,781588,4934.0,2015-01-10 19:59:51
3467,67,1,SBINUS39XXX,531934,5041.0,2015-01-10 19:59:51
3468,68,1,SBINUS39XXX,471852,5161.0,2015-01-10 19:59:51
3469,69,1,SBINUS39XXX,413103,4338.0,2015-01-10 19:59:51
3470,70,1,SBINUS39XXX,268381,864.0,2015-01-10 19:59:51
3471,71,1,SBINUS39XXX,921658,2101.0,2015-01-10 19:59:51
3472,72,1,SBINUS39XXX,988304,4646.0,2015-01-10 19:59:51
3473,73,1,SBINUS39XXX,587734,5647.0,2015-01-10 19:59:51
3474,74,1,SBINUS39XXX,751890,4304.0,2015-01-10 19:59:51
3475,75,1,SBINUS39XXX,969725,4697.0,2015-01-10 19:59:51
3476,76,1,SBINUS39XXX,708666,2111.0,2015-01-10 19:59:51
3477,77,1,SBINUS39XXX,764406,4992.0,2015-01-10 19:59:51
3478,78,1,SBINUS39XXX,874008,5167.0,2015-01-10 19:59:51
3479,79,1,SBINUS39XXX,475510,2191.0,2015-01-10 19:59:51
3480,80,1,SBINUS39XXX,960256,3124.0,2015-01-10 19:59:51
3481,81,1,SBINUS39XXX,962257,1787.0,2015-01-10 19:59:51
3482,82,1,SBINUS39XXX,940970,2315.0,2015-01-10 19:59:51
3483,83,1,SBINUS39XXX,943072,5207.0,2015-01-10 19:59:51
3484,84,1,SBINUS39XXX,749337,2270.0,2015-01-10 19:59:51
3485,85,1,SBINUS39XXX,486555,5759.0,2015-01-10 19:59:51
3486,86,1,SBINUS39XXX,930344,1393.0,2015-01-10 19:59:51
3487,87,1,SBINUS39XXX,602125,5230.0,2015-01-10 19:59:51
3488,88,1,SBINUS39XXX,752325,2625.0,2015-01-10 19:59:51
3489,89,1,SBINUS39XXX,893766,3810.0,2015-01-10 19:59:51
3490,90,1,SBINUS39XXX,624005,4627.0,2015-01-10 19:59:51
3491,91,1,SBINUS39XXX,275651,4221.0,2015-01-10 19:59:51
3492,92,1,SBINUS39XXX,908786,1691.0,2015-01-10 19:59:51
3493,93,1,SBINUS39XXX,844747,2223.0,2015-01-10 19:59:51
3494,94,1,SBINUS39XXX,627076,3071.0,2015-01-10 19:59:51
3495,95,1,SBINUS39XXX,876359,3844.0,2015-01-10 19:59:51
3496,96,1,SBINUS39XXX,192134,5931.0,2015-01-10 19:59:51
3497,97,1,SBINUS39XXX,666203,3947.0,2015-01-10 19:59:51
3498,98,1,SBINUS39XXX,674477,5793.0,2015-01-10 19:59:51
3499,99,1,SBINUS39XXX,418939,2691.0,2015-01-10 19:59:51
3500,100,1,SBINUS39XXX,932297,1869.0,2015-01-10 19:59:51
3501,1,1,SBINUS39XXX,891272,1196.0,2015-02-10 20:29:51
3502,2,1,SBINUS39XXX,567538,1705.0,2015-02-10 20:29:51
3503,3,1,SBINUS39XXX,500724,908.0,2015-02-10 20:29:51
3504,4,1,SBINUS39XXX,914466,4144.0,2015-02-10 20:29:51
3505,5,1,SBINUS39XXX,783774,2722.0,2015-02-10 20:29:51
3506,6,1,SBINUS39XXX,663702,3511.0,2015-02-10 20:29:51
3507,7,1,SBINUS39XXX,636714,3284.0,2015-02-10 20:29:51
3508,8,1,SBINUS39XXX,878538,679.0,2015-02-10 20:29:51
3509,9,1,SBINUS39XXX,450148,1394.0,2015-02-10 20:29:51
3510,10,1,SBINUS39XXX,839923,2765.0,2015-02-10 20:29:51
3511,11,1,SBINUS39XXX,891150,4256.0,2015-02-10 20:29:51
3512,12,1,SBINUS39XXX,620127,3577.0,2015-02-10 20:29:51
3513,13,1,SBINUS39XXX,212335,3032.0,2015-02-10 20:29:51
3514,14,1,SBINUS39XXX,893318,1798.0,2015-02-10 20:29:51
3515,15,1,SBINUS39XXX,524070,3929.0,2015-02-10 20:29:51
3516,16,1,SBINUS39XXX,763673,1615.0,2015-02-10 20:29:51
3517,17,1,SBINUS39XXX,115528,2657.0,2015-02-10 20:29:51
3518,18,1,SBINUS39XXX,220113,3221.0,2015-02-10 20:29:51
3519,19,1,SBINUS39XXX,478877,1312.0,2015-02-10 20:29:51
3520,20,1,SBINUS39XXX,554762,5515.0,2015-02-10 20:29:51
3521,21,1,SBINUS39XXX,871572,2750.0,2015-02-10 20:29:51
3522,22,1,SBINUS39XXX,672289,4363.0,2015-02-10 20:29:51
3523,23,1,SBINUS39XXX,768282,3965.0,2015-02-10 20:29:51
3524,24,1,SBINUS39XXX,393938,1841.0,2015-02-10 20:29:51
3525,25,1,SBINUS39XXX,345727,2449.0,2015-02-10 20:29:51
3526,26,1,SBINUS39XXX,954873,4538.0,2015-02-10 20:29:51
3527,27,1,SBINUS39XXX,932991,5482.0,2015-02-10 20:29:51
3528,28,1,SBINUS39XXX,184756,3085.0,2015-02-10 20:29:51
3529,29,1,SBINUS39XXX,967879,1467.0,2015-02-10 20:29:51
3530,30,1,SBINUS39XXX,393851,2964.0,2015-02-10 20:29:51
3531,31,1,SBINUS39XXX,470262,4452.0,2015-02-10 20:29:51
3532,32,1,SBINUS39XXX,305156,5121.0,2015-02-10 20:29:51
3533,33,1,SBINUS39XXX,589197,2128.0,2015-02-10 20:29:51
3534,34,1,SBINUS39XXX,371491,5925.0,2015-02-10 20:29:51
3535,35,1,SBINUS39XXX,923660,1422.0,2015-02-10 20:29:51
3536,36,1,SBINUS39XXX,125917,4921.0,2015-02-10 20:29:51
3537,37,1,SBINUS39XXX,308183,1640.0,2015-02-10 20:29:51
3538,38,1,SBINUS39XXX,918862,5093.0,2015-02-10 20:29:51
3539,39,1,SBINUS39XXX,880727,2939.0,2015-02-10 20:29:51
3540,40,1,SBINUS39XXX,712159,5550.0,2015-02-10 20:29:51
3541,41,1,SBINUS39XXX,918519,1530.0,2015-02-10 20:29:51
3542,42,1,SBINUS39XXX,150467,1524.0,2015-02-10 20:29:51
3543,43,1,SBINUS39XXX,936179,1423.0,2015-02-10 20:29:51
3544,44,1,SBINUS39XXX,699610,3329.0,2015-02-10 20:29:51
3545,45,1,SBINUS39XXX,236879,4491.0,2015-02-10 20:29:51
3546,46,1,SBINUS39XXX,237738,3942.0,2015-02-10 20:29:51
3547,47,1,SBINUS39XXX,518505,5914.0,2015-02-10 20:29:51
3548,48,1,SBINUS39XXX,166202,3880.0,2015-02-10 20:29:51
3549,49,1,SBINUS39XXX,697202,737.0,2015-02-10 20:29:51
3550,50,1,SBINUS39XXX,873515,1839.0,2015-02-10 20:29:51
3551,51,1,SBINUS39XXX,491731,5063.0,2015-02-10 20:29:51
3552,52,1,SBINUS39XXX,306189,1655.0,2015-02-10 20:29:51
3553,53,1,SBINUS39XXX,943992,5435.0,2015-02-10 20:29:51
3554,54,1,SBINUS39XXX,163625,2573.0,2015-02-10 20:29:51
3555,55,1,SBINUS39XXX,826972,5548.0,2015-02-10 20:29:51
3556,56,1,SBINUS39XXX,941307,3680.0,2015-02-10 20:29:51
3557,57,1,SBINUS39XXX,467280,4819.0,2015-02-10 20:29:51
3558,58,1,SBINUS39XXX,624937,3280.0,2015-02-10 20:29:51
3559,59,1,SBINUS39XXX,518480,5920.0,2015-02-10 20:29:51
3560,60,1,SBINUS39XXX,936429,2609.0,2015-02-10 20:29:51
3561,61,1,SBINUS39XXX,828379,4098.0,2015-02-10 20:29:51
3562,62,1,SBINUS39XXX,203790,3942.0,2015-02-10 20:29:51
3563,63,1,SBINUS39XXX,165101,4054.0,2015-02-10 20:29:51
3564,64,1,SBINUS39XXX,420727,4781.0,2015-02-10 20:29:51
3565,65,1,SBINUS39XXX,745558,3279.0,2015-02-10 20:29:51
3566,66,1,SBINUS39XXX,781588,4934.0,2015-02-10 20:29:51
3567,67,1,SBINUS39XXX,531934,5041.0,2015-02-10 20:29:51
3568,68,1,SBINUS39XXX,471852,5161.0,2015-02-10 20:29:51
3569,69,1,SBINUS39XXX,413103,4338.0,2015-02-10 20:29:51
3570,70,1,SBINUS39XXX,268381,864.0,2015-02-10 20:29:51
3571,71,1,SBINUS39XXX,921658,2101.0,2015-02-10 20:29:51
3572,72,1,SBINUS39XXX,988304,4646.0,2015-02-10 20:29:51
3573,73,1,SBINUS39XXX,587734,5647.0,2015-02-10 20:29:51
3574,74,1,SBINUS39XXX,751890,4304.0,2015-02-10 20:29:51
3575,75,1,SBINUS39XXX,969725,4697.0,2015-02-10 20:29:51
3576,76,1,SBINUS39XXX,708666,2111.0,2015-02-10 20:29:51
3577,77,1,SBINUS39XXX,764406,4992.0,2015-02-10 20:29:51
3578,78,1,SBINUS39XXX,874008,5167.0,2015-02-10 20:29:51
3579,79,1,SBINUS39XXX,475510,2191.0,2015-02-10 20:29:51
3580,80,1,SBINUS39XXX,960256,3124.0,2015-02-10 20:29:51
3581,81,1,SBINUS39XXX,962257,1787.0,2015-02-10 20:29:51
3582,82,1,SBINUS39XXX,940970,2315.0,2015-02-10 20:29:51
3583,83,1,SBINUS39XXX,943072,5207.0,2015-02-10 20:29:51
3584,84,1,SBINUS39XXX,749337,2270.0,2015-02-10 20:29:51
3585,85,1,SBINUS39XXX,486555,5759.0,2015-02-10 20:29:51
3586,86,1,SBINUS39XXX,930344,1393.0,2015-02-10 20:29:51
3587,87,1,SBINUS39XXX,602125,5230.0,2015-02-10 20:29:51
3588,88,1,SBINUS39XXX,752325,2625.0,2015-02-10 20:29:51
3589,89,1,SBINUS39XXX,893766,3810.0,2015-02-10 20:29:51
3590,90,1,SBINUS39XXX,624005,4627.0,2015-02-10 20:29:51
3591,91,1,SBINUS39XXX,275651,4221.0,2015-02-10 20:29:51
3592,92,1,SBINUS39XXX,908786,1691.0,2015-02-10 20:29:51
3593,93,1,SBINUS39XXX,844747,2223.0,2015-02-10 20:29:51
3594,94,1,SBINUS39XXX,627076,3071.0,2015-02-10 20:29:51
3595,95,1,SBINUS39XXX,876359,3844.0,2015-02-10 20:29:51
3596,96,1,SBINUS39XXX,192134,5931.0,2015-02-10 20:29:51
3597,97,1,SBINUS39XXX,666203,3947.0,2015-02-10 20:29:51
3598,98,1,SBINUS39XXX,674477,5793.0,2015-02-10 20:29:51
3599,99,1,SBINUS39XXX,418939,2691.0,2015-02-10 20:29:51
3600,100,1,SBINUS39XXX,932297,1869.0,2015-02-10 20:29:51
3601,1,1,SBINUS39XXX,891272,1196.0,2015-03-10 19:29:51
3602,2,1,SBINUS39XXX,567538,1705.0,2015-03-10 19:29:51
3603,3,1,SBINUS39XXX,500724,908.0,2015-03-10 19:29:51
3604,4,1,SBINUS39XXX,914466,4144.0,2015-03-10 19:29:51
3605,5,1,SBINUS39XXX,783774,2722.0,2015-03-10 19:29:51
3606,6,1,SBINUS39XXX,663702,3511.0,2015-03-10 19:29:51
3607,7,1,SBINUS39XXX,636714,3284.0,2015-03-10 19:29:51
3608,8,1,SBINUS39XXX,878538,679.0,2015-03-10 19:29:51
3609,9,1,SBINUS39XXX,450148,1394.0,2015-03-10 19:29:51
3610,10,1,SBINUS39XXX,839923,2765.0,2015-03-10 19:29:51
3611,11,1,SBINUS39XXX,891150,4256.0,2015-03-10 19:29:51
3612,12,1,SBINUS39XXX,620127,3577.0,2015-03-10 19:29:51
3613,13,1,SBINUS39XXX,212335,3032.0,2015-03-10 19:29:51
3614,14,1,SBINUS39XXX,893318,1798.0,2015-03-10 19:29:51
3615,15,1,SBINUS39XXX,524070,3929.0,2015-03-10 19:29:51
3616,16,1,SBINUS39XXX,763673,1615.0,2015-03-10 19:29:51
3617,17,1,SBINUS39XXX,115528,2657.0,2015-03-10 19:29:51
3618,18,1,SBINUS39XXX,220113,3221.0,2015-03-10 19:29:51
3619,19,1,SBINUS39XXX,478877,1312.0,2015-03-10 19:29:51
3620,20,1,SBINUS39XXX,554762,5515.0,2015-03-10 19:29:51
3621,21,1,SBINUS39XXX,871572,2750.0,2015-03-10 19:29:51
3622,22,1,SBINUS39XXX,672289,4363.0,2015-03-10 19:29:51
3623,23,1,SBINUS39XXX,768282,3965.0,2015-03-10 19:29:51
3624,24,1,SBINUS39XXX,393938,1841.0,2015-03-10 19:29:51
3625,25,1,SBINUS39XXX,345727,2449.0,2015-03-10 19:29:51
3626,26,1,SBINUS39XXX,954873,4538.0,2015-03-10 19:29:51
3627,27,1,SBINUS39XXX,932991,5482.0,2015-03-10 19:29:51
3628,28,1,SBINUS39XXX,184756,3085.0,2015-03-10 19:29:51
3629,29,1,SBINUS39XXX,967879,1467.0,2015-03-10 19:29:51
3630,30,1,SBINUS39XXX,393851,2964.0,2015-03-10 19:29:51
3631,31,1,SBINUS39XXX,470262,4452.0,2015-03-10 19:29:51
3632,32,1,SBINUS39XXX,305156,5121.0,2015-03-10 19:29:51
3633,33,1,SBINUS39XXX,589197,2128.0,2015-03-10 19:29:51
3634,34,1,SBINUS39XXX,371491,5925.0,2015-03-10 19:29:51
3635,35,1,SBINUS39XXX,923660,1422.0,2015-03-10 19:29:51
3636,36,1,SBINUS39XXX,125917,4921.0,2015-03-10 19:29:51
3637,37,1,SBINUS39XXX,308183,1640.0,2015-03-10 19:29:51
3638,38,1,SBINUS39XXX,918862,5093.0,2015-03-10 19:29:51
3639,39,1,SBINUS39XXX,880727,2939.0,2015-03-10 19:29:51
3640,40,1,SBINUS39XXX,712159,5550.0,2015-03-10 19:29:51
3641,41,1,SBINUS39XXX,918519,1530.0,2015-03-10 19:29:51
3642,42,1,SBINUS39XXX,150467,1524.0,2015-03-10 19:29:51
3643,43,1,SBINUS39XXX,936179,1423.0,2015-03-10 19:29:51
3644,44,1,SBINUS39XXX,699610,3329.0,2015-03-10 19:29:51
3645,45,1,SBINUS39XXX,236879,4491.0,2015-03-10 19:29:51
3646,46,1,SBINUS39XXX,237738,3942.0,2015-03-10 19:29:51
3647,47,1,SBINUS39XXX,518505,5914.0,2015-03-10 19:29:51
3648,48,1,SBINUS39XXX,166202,3880.0,2015-03-10 19:29:51
3649,49,1,SBINUS39XXX,697202,737.0,2015-03-10 19:29:51
3650,50,1,SBINUS39XXX,873515,1839.0,2015-03-10 19:29:51
3651,51,1,SBINUS39XXX,491731,5063.0,2015-03-10 19:29:51
3652,52,1,SBINUS39XXX,306189,1655.0,2015-03-10 19:29:51
3653,53,1,SBINUS39XXX,943992,5435.0,2015-03-10 19:29:51
3654,54,1,SBINUS39XXX,163625,2573.0,2015-03-10 19:29:51
3655,55,1,SBINUS39XXX,826972,5548.0,2015-03-10 19:29:51
3656,56,1,SBINUS39XXX,941307,3680.0,2015-03-10 19:29:51
3657,57,1,SBINUS39XXX,467280,4819.0,2015-03-10 19:29:51
3658,58,1,SBINUS39XXX,624937,3280.0,2015-03-10 19:29:51
3659,59,1,SBINUS39XXX,518480,5920.0,2015-03-10 19:29:51
3660,60,1,SBINUS39XXX,936429,2609.0,2015-03-10 19:29:51
3661,61,1,SBINUS39XXX,828379,4098.0,2015-03-10 19:29:51
3662,62,1,SBINUS39XXX,203790,3942.0,2015-03-10 19:29:51
3663,63,1,SBINUS39XXX,165101,4054.0,2015-03-10 19:29:51
3664,64,1,SBINUS39XXX,420727,4781.0,2015-03-10 19:29:51
3665,65,1,SBINUS39XXX,745558,3279.0,2015-03-10 19:29:51
3666,66,1,SBINUS39XXX,781588,4934.0,2015-03-10 19:29:51
3667,67,1,SBINUS39XXX,531934,5041.0,2015-03-10 19:29:51
3668,68,1,SBINUS39XXX,471852,5161.0,2015-03-10 19:29:51
3669,69,1,SBINUS39XXX,413103,4338.0,2015-03-10 19:29:51
3670,70,1,SBINUS39XXX,268381,864.0,2015-03-10 19:29:51
3671,71,1,SBINUS39XXX,921658,2101.0,2015-03-10 19:29:51
3672,72,1,SBINUS39XXX,988304,4646.0,2015-03-10 19:29:51
3673,73,1,SBINUS39XXX,587734,5647.0,2015-03-10 19:29:51
3674,74,1,SBINUS39XXX,751890,4304.0,2015-03-10 19:29:51
3675,75,1,SBINUS39XXX,969725,4697.0,2015-03-10 19:29:51
3676,76,1,SBINUS39XXX,708666,2111.0,2015-03-10 19:29:51
3677,77,1,SBINUS39XXX,764406,4992.0,2015-03-10 19:29:51
3678,78,1,SBINUS39XXX,874008,5167.0,2015-03-10 19:29:51
3679,79,1,SBINUS39XXX,475510,2191.0,2015-03-10 19:29:51
3680,80,1,SBINUS39XXX,960256,3124.0,2015-03-10 19:29:51
3681,81,1,SBINUS39XXX,962257,1787.0,2015-03-10 19:29:51
3682,82,1,SBINUS39XXX,940970,2315.0,2015-03-10 19:29:51
3683,83,1,SBINUS39XXX,943072,5207.0,2015-03-10 19:29:51
3684,84,1,SBINUS39XXX,749337,2270.0,2015-03-10 19:29:51
3685,85,1,SBINUS39XXX,486555,5759.0,2015-03-10 19:29:51
3686,86,1,SBINUS39XXX,930344,1393.0,2015-03-10 19:29:51
3687,87,1,SBINUS39XXX,602125,5230.0,2015-03-10 19:29:51
3688,88,1,SBINUS39XXX,752325,2625.0,2015-03-10 19:29:51
3689,89,1,SBINUS39XXX,893766,3810.0,2015-03-10 19:29:51
3690,90,1,SBINUS39XXX,624005,4627.0,2015-03-10 19:29:51
3691,91,1,SBINUS39XXX,275651,4221.0,2015-03-10 19:29:51
3692,92,1,SBINUS39XXX,908786,1691.0,2015-03-10 19:29:51
3693,93,1,SBINUS39XXX,844747,2223.0,2015-03-10 19:29:51
3694,94,1,SBINUS39XXX,627076,3071.0,2015-03-10 19:29:51
3695,95,1,SBINUS39XXX,876359,3844.0,2015-03-10 19:29:51
3696,96,1,SBINUS39XXX,192134,5931.0,2015-03-10 19:29:51
3697,97,1,SBINUS39XXX,666203,3947.0,2015-03-10 19:29:51
3698,98,1,SBINUS39XXX,674477,5793.0,2015-03-10 19:29:51
3699,99,1,SBINUS39XXX,418939,2691.0,2015-03-10 19:29:51
3700,100,1,SBINUS39XXX,932297,1869.0,2015-03-10 19:29:51
3701,1,1,SBINUS39XXX,891272,1196.0,2015-04-10 18:49:51
3702,2,1,SBINUS39XXX,567538,1705.0,2015-04-10 18:49:51
3703,3,1,SBINUS39XXX,500724,908.0,2015-04-10 18:49:51
3704,4,1,SBINUS39XXX,914466,4144.0,2015-04-10 18:49:51
3705,5,1,SBINUS39XXX,783774,2722.0,2015-04-10 18:49:51
