TRANSACTIONID,FROMCUSTOMERID,FROMACCOUNTNO,TOCUSTOMERID,TOACCOUNTNO,TRANSACTIONSOURCE,DEBITCREDITINDICATOR,AMOUNT,TIMEOFTRANSACTION,DATE,STATUS,CHEQUEID,WIREID,ONLINEID,BRANCHCODE,DESCRIPTION
7013949,170,64299,528,54213,Wire,debit,297,03:33:26,11-Jul-2016,Completed,None,433831,None,USA-ME4947,None
2193746,170,64299,528,54213,Wire,debit,941,03:19:36,11-Jul-2016,Completed,None,1153908,None,USA-ME4947,None
2755154,170,64299,528,54213,Wire,debit,173,01:10:35,11-Jul-2016,Completed,None,9383180,None,USA-ME4947,None
679470,170,64299,528,54213,Wire,debit,697,02:19:08,11-Jul-2016,Completed,None,7875363,None,USA-ME4947,None
7476298,170,64299,528,54213,Wire,debit,155,03:28:47,11-Jul-2016,Completed,None,5621624,None,USA-ME4947,None
8493865,170,64299,528,54213,Wire,debit,537,03:25:31,11-Jul-2016,Completed,None,7952838,None,USA-ME4947,None
9816746,170,64299,528,54213,Wire,debit,532,00:26:03,11-Jul-2016,Completed,None,6059683,None,USA-ME4947,None
5398858,170,64299,528,54213,Wire,debit,608,00:38:57,11-Jul-2016,Completed,None,2902084,None,USA-ME4947,None
3723111,170,64299,528,54213,Wire,debit,570,01:31:41,11-Jul-2016,Completed,None,5497136,None,USA-ME4947,None
8035577,170,64299,528,54213,Wire,debit,653,00:23:29,11-Jul-2016,Completed,None,8800943,None,USA-ME4947,None
1245092,170,64299,528,54213,Wire,debit,584,01:10:01,11-Jul-2016,Completed,None,3905665,None,USA-ME4947,None
8342797,170,64299,528,54213,Wire,debit,549,00:21:52,11-Jul-2016,Completed,None,5059867,None,USA-ME4947,None
3664402,170,64299,528,54213,Wire,debit,91,01:14:49,11-Jul-2016,Completed,None,5831652,None,USA-ME4947,None
1637933,170,64299,528,54213,Wire,debit,192,00:58:59,11-Jul-2016,Completed,None,3302980,None,USA-ME4947,None
9088511,170,64299,528,54213,Wire,debit,158,02:28:50,11-Jul-2016,Completed,None,2166777,None,USA-ME4947,None
3660115,170,64299,528,54213,Wire,debit,783,00:42:14,11-Jul-2016,Completed,None,9088936,None,USA-ME4947,None
7500062,170,64299,528,54213,Wire,debit,733,01:26:38,11-Jul-2016,Completed,None,2107810,None,USA-ME4947,None
6899002,170,64299,528,54213,Wire,debit,407,00:21:39,11-Jul-2016,Completed,None,560710,None,USA-ME4947,None
4505109,170,64299,528,54213,Wire,debit,773,01:07:27,11-Jul-2016,Completed,None,1983380,None,USA-ME4947,None
652153,170,64299,528,54213,Wire,debit,204,02:16:06,11-Jul-2016,Completed,None,3574986,None,USA-ME4947,None
5615381,170,64299,528,54213,Wire,debit,489,00:27:09,11-Jul-2016,Completed,None,7219925,None,USA-ME4947,None
5084486,170,64299,528,54213,Wire,debit,675,01:46:48,11-Jul-2016,Completed,None,6073234,None,USA-ME4947,None
6572833,170,64299,528,54213,Wire,debit,183,03:22:58,11-Jul-2016,Completed,None,7721480,None,USA-ME4947,None
75804,170,64299,528,54213,Wire,debit,341,02:41:36,11-Jul-2016,Completed,None,1754489,None,USA-ME4947,None
736709,170,64299,528,54213,Wire,debit,502,02:20:55,11-Jul-2016,Completed,None,5565577,None,USA-ME4947,None
6297839,170,64299,528,54213,Wire,debit,707,00:38:39,11-Jul-2016,Completed,None,122594,None,USA-ME4947,None
8014093,170,64299,528,54213,Wire,debit,718,00:16:53,11-Jul-2016,Completed,None,4194182,None,USA-ME4947,None
6354704,170,64299,528,54213,Wire,debit,172,00:47:55,11-Jul-2016,Completed,None,5351294,None,USA-ME4947,None
2478276,170,64299,528,54213,Wire,debit,899,01:08:03,11-Jul-2016,Completed,None,8721853,None,USA-ME4947,None
6084482,170,64299,528,54213,Wire,debit,116,01:14:41,11-Jul-2016,Completed,None,8564739,None,USA-ME4947,None
3969148,170,64299,528,54213,Wire,debit,196,03:50:55,11-Jul-2016,Completed,None,8551838,None,USA-ME4947,None
9793583,170,64299,528,54213,Wire,debit,415,00:44:36,11-Jul-2016,Completed,None,144018,None,USA-ME4947,None
3495594,170,64299,528,54213,Wire,debit,45,03:10:47,11-Jul-2016,Completed,None,8892956,None,USA-ME4947,None
5872405,170,64299,528,54213,Wire,debit,382,03:49:33,11-Jul-2016,Completed,None,5998476,None,USA-ME4947,None
8124970,170,64299,528,54213,Wire,debit,706,03:01:04,11-Jul-2016,Completed,None,2761812,None,USA-ME4947,None
7884704,170,64299,528,54213,Wire,debit,254,02:07:03,11-Jul-2016,Completed,None,4401007,None,USA-ME4947,None
3218518,170,64299,528,54213,Wire,debit,99,01:54:47,11-Jul-2016,Completed,None,8154215,None,USA-ME4947,None
8430421,170,64299,528,54213,Wire,debit,321,00:33:02,11-Jul-2016,Completed,None,36137,None,USA-ME4947,None
4497079,170,64299,528,54213,Wire,debit,192,02:21:54,11-Jul-2016,Completed,None,4892617,None,USA-ME4947,None
4571189,170,64299,528,54213,Wire,debit,549,01:58:09,11-Jul-2016,Completed,None,4897089,None,USA-ME4947,None
6561992,170,64299,528,54213,Wire,debit,529,03:02:05,11-Jul-2016,Completed,None,1500802,None,USA-ME4947,None
6454170,170,64299,528,54213,Wire,debit,384,03:33:39,11-Jul-2016,Completed,None,6006967,None,USA-ME4947,None
4496947,170,64299,528,54213,Wire,debit,627,00:31:10,11-Jul-2016,Completed,None,9152593,None,USA-ME4947,None
8756936,170,64299,528,54213,Wire,debit,724,03:59:58,11-Jul-2016,Completed,None,5681827,None,USA-ME4947,None
4487025,170,64299,528,54213,Wire,debit,539,03:41:32,11-Jul-2016,Completed,None,4069054,None,USA-ME4947,None
2246325,170,64299,528,54213,Wire,debit,256,03:24:34,11-Jul-2016,Completed,None,7264730,None,USA-ME4947,None
2959324,170,64299,528,54213,Wire,debit,797,01:28:34,11-Jul-2016,Completed,None,9108844,None,USA-ME4947,None
5656365,170,64299,528,54213,Wire,debit,442,01:33:38,11-Jul-2016,Completed,None,4310807,None,USA-ME4947,None
9557806,170,64299,528,54213,Wire,debit,675,01:56:26,11-Jul-2016,Completed,None,3762796,None,USA-ME4947,None
3205335,170,64299,528,54213,Wire,debit,743,01:41:59,11-Jul-2016,Completed,None,7652459,None,USA-ME4947,None
4613002,170,64299,528,54213,Wire,debit,674,02:04:35,11-Jul-2016,Completed,None,9502747,None,USA-ME4947,None
7385798,170,64299,528,54213,Wire,debit,80,00:50:40,11-Jul-2016,Completed,None,8933944,None,USA-ME4947,None
7963202,170,64299,528,54213,Wire,debit,159,01:13:55,11-Jul-2016,Completed,None,8033286,None,USA-ME4947,None
832517,170,64299,528,54213,Wire,debit,331,02:15:15,11-Jul-2016,Completed,None,4723160,None,USA-ME4947,None
4870035,170,64299,528,54213,Wire,debit,158,01:24:32,11-Jul-2016,Completed,None,8924868,None,USA-ME4947,None
9654878,170,64299,528,54213,Wire,debit,583,01:56:10,11-Jul-2016,Completed,None,6636579,None,USA-ME4947,None
8038859,170,64299,528,54213,Wire,debit,936,03:27:48,11-Jul-2016,Completed,None,524584,None,USA-ME4947,None
7806354,170,64299,528,54213,Wire,debit,336,03:05:36,11-Jul-2016,Completed,None,8303705,None,USA-ME4947,None
3575245,170,64299,528,54213,Wire,debit,704,02:51:45,11-Jul-2016,Completed,None,2713724,None,USA-ME4947,None
6503628,170,64299,528,54213,Wire,debit,879,02:13:37,11-Jul-2016,Completed,None,448780,None,USA-ME4947,None
7582383,170,64299,528,54213,Wire,debit,659,00:39:30,11-Jul-2016,Completed,None,6068666,None,USA-ME4947,None
1102911,170,64299,528,54213,Wire,debit,187,03:53:42,11-Jul-2016,Completed,None,3666211,None,USA-ME4947,None
2548935,170,64299,528,54213,Wire,debit,115,00:08:00,11-Jul-2016,Completed,None,9572422,None,USA-ME4947,None
9343650,170,64299,528,54213,Wire,debit,355,01:57:52,11-Jul-2016,Completed,None,4672607,None,USA-ME4947,None
3118468,170,64299,528,54213,Wire,debit,550,03:47:25,11-Jul-2016,Completed,None,7679526,None,USA-ME4947,None
7765837,170,64299,528,54213,Wire,debit,800,02:24:16,11-Jul-2016,Completed,None,131113,None,USA-ME4947,None
4111235,170,64299,528,54213,Wire,debit,933,03:25:07,11-Jul-2016,Completed,None,36623,None,USA-ME4947,None
6393728,170,64299,528,54213,Wire,debit,177,01:23:12,11-Jul-2016,Completed,None,8654475,None,USA-ME4947,None
8114987,170,64299,528,54213,Wire,debit,225,00:16:14,11-Jul-2016,Completed,None,7153445,None,USA-ME4947,None
3212359,170,64299,528,54213,Wire,debit,449,02:47:47,11-Jul-2016,Completed,None,9155500,None,USA-ME4947,None
1615429,170,64299,528,54213,Wire,debit,945,02:43:09,11-Jul-2016,Completed,None,4941118,None,USA-ME4947,None
8125475,170,64299,528,54213,Wire,debit,348,02:58:44,11-Jul-2016,Completed,None,8060118,None,USA-ME4947,None
5106974,170,64299,528,54213,Wire,debit,410,02:47:41,11-Jul-2016,Completed,None,4333303,None,USA-ME4947,None
4018114,170,64299,528,54213,Wire,debit,703,03:39:00,11-Jul-2016,Completed,None,7793284,None,USA-ME4947,None
5872354,170,64299,528,54213,Wire,debit,716,01:07:00,11-Jul-2016,Completed,None,2414840,None,USA-ME4947,None
2429928,170,64299,528,54213,Wire,debit,739,02:47:42,11-Jul-2016,Completed,None,3184827,None,USA-ME4947,None
807763,170,64299,528,54213,Wire,debit,479,03:14:21,11-Jul-2016,Completed,None,681008,None,USA-ME4947,None
7331511,170,64299,528,54213,Wire,debit,771,02:46:37,11-Jul-2016,Completed,None,6555134,None,USA-ME4947,None
9007228,170,64299,528,54213,Wire,debit,365,02:24:24,11-Jul-2016,Completed,None,4550203,None,USA-ME4947,None
1171498,170,64299,528,54213,Wire,debit,715,01:31:48,11-Jul-2016,Completed,None,114421,None,USA-ME4947,None
4118929,170,64299,528,54213,Wire,debit,47,02:45:00,11-Jul-2016,Completed,None,1991006,None,USA-ME4947,None
8824544,170,64299,528,54213,Wire,debit,357,02:40:55,11-Jul-2016,Completed,None,7548444,None,USA-ME4947,None
1168401,170,64299,528,54213,Wire,debit,105,00:06:25,11-Jul-2016,Completed,None,3263930,None,USA-ME4947,None
7052766,170,64299,528,54213,Wire,debit,329,01:20:37,11-Jul-2016,Completed,None,6615825,None,USA-ME4947,None
7120729,170,64299,528,54213,Wire,debit,970,01:06:21,11-Jul-2016,Completed,None,4139623,None,USA-ME4947,None
9869788,170,64299,528,54213,Wire,debit,815,03:30:33,11-Jul-2016,Completed,None,5264047,None,USA-ME4947,None
8635787,170,64299,528,54213,Wire,debit,622,03:31:41,11-Jul-2016,Completed,None,2708244,None,USA-ME4947,None
3959190,170,64299,528,54213,Wire,debit,67,03:10:09,11-Jul-2016,Completed,None,7103258,None,USA-ME4947,None
661230,170,64299,528,54213,Wire,debit,889,03:05:52,11-Jul-2016,Completed,None,5503575,None,USA-ME4947,None
8725912,170,64299,528,54213,Wire,debit,248,00:41:04,11-Jul-2016,Completed,None,1253695,None,USA-ME4947,None
7820386,170,64299,528,54213,Wire,debit,9,03:02:09,11-Jul-2016,Completed,None,406908,None,USA-ME4947,None
1353836,170,64299,528,54213,Wire,debit,335,01:19:36,11-Jul-2016,Completed,None,3833740,None,USA-ME4947,None
70853,170,64299,528,54213,Wire,debit,370,00:26:23,11-Jul-2016,Completed,None,1327268,None,USA-ME4947,None
2377856,170,64299,528,54213,Wire,debit,241,01:19:09,11-Jul-2016,Completed,None,2586671,None,USA-ME4947,None
9147004,170,64299,528,54213,Wire,debit,933,00:42:54,11-Jul-2016,Completed,None,7722892,None,USA-ME4947,None
9441938,170,64299,528,54213,Wire,debit,904,01:36:48,11-Jul-2016,Completed,None,1654362,None,USA-ME4947,None
8151123,170,64299,528,54213,Wire,debit,943,03:12:25,11-Jul-2016,Completed,None,5166021,None,USA-ME4947,None
1055035,170,64299,528,54213,Wire,debit,840,02:54:39,11-Jul-2016,Completed,None,9352389,None,USA-ME4947,None
664982,170,64299,528,54213,Wire,debit,932,00:45:46,11-Jul-2016,Completed,None,3395296,None,USA-ME4947,None
9550190,170,64299,528,54213,Wire,debit,882,01:29:44,11-Jul-2016,Completed,None,3087803,None,USA-ME4947,None
5435358,170,64299,528,54213,Wire,debit,10,00:03:49,11-Jul-2016,Completed,None,1916377,None,USA-ME4947,None
6070646,170,64299,528,54213,Wire,debit,95,03:24:22,11-Jul-2016,Completed,None,1360625,None,USA-ME4947,None
7368634,170,64299,528,54213,Wire,debit,391,02:06:26,11-Jul-2016,Completed,None,4402386,None,USA-ME4947,None
2090426,170,64299,528,54213,Wire,debit,555,02:44:52,11-Jul-2016,Completed,None,2926479,None,USA-ME4947,None
5138015,170,64299,528,54213,Wire,debit,136,02:41:13,11-Jul-2016,Completed,None,3263249,None,USA-ME4947,None
7250063,170,64299,528,54213,Wire,debit,867,01:35:34,11-Jul-2016,Completed,None,8900811,None,USA-ME4947,None
5717695,170,64299,528,54213,Wire,debit,949,02:37:29,11-Jul-2016,Completed,None,1546958,None,USA-ME4947,None
8008115,170,64299,528,54213,Wire,debit,399,03:56:14,11-Jul-2016,Completed,None,4214999,None,USA-ME4947,None
2584414,170,64299,528,54213,Wire,debit,233,01:22:31,11-Jul-2016,Completed,None,5438473,None,USA-ME4947,None
5421564,170,64299,528,54213,Wire,debit,195,03:01:20,11-Jul-2016,Completed,None,7838458,None,USA-ME4947,None
2744695,170,64299,528,54213,Wire,debit,673,01:58:27,11-Jul-2016,Completed,None,1727066,None,USA-ME4947,None
8728659,170,64299,528,54213,Wire,debit,496,03:10:29,11-Jul-2016,Completed,None,3244041,None,USA-ME4947,None
2088536,170,64299,528,54213,Wire,debit,370,01:06:29,11-Jul-2016,Completed,None,1864534,None,USA-ME4947,None
836055,170,64299,528,54213,Wire,debit,819,00:06:16,11-Jul-2016,Completed,None,406390,None,USA-ME4947,None
2296592,170,64299,528,54213,Wire,debit,754,01:46:27,11-Jul-2016,Completed,None,596337,None,USA-ME4947,None
1725985,170,64299,528,54213,Wire,debit,877,00:35:40,11-Jul-2016,Completed,None,1308461,None,USA-ME4947,None
9707582,170,64299,528,54213,Wire,debit,325,00:14:47,11-Jul-2016,Completed,None,2169157,None,USA-ME4947,None
781978,170,64299,528,54213,Wire,debit,675,00:48:19,11-Jul-2016,Completed,None,6577569,None,USA-ME4947,None
88375,170,64299,528,54213,Wire,debit,526,01:57:54,11-Jul-2016,Completed,None,514040,None,USA-ME4947,None
9828628,170,64299,528,54213,Wire,debit,24,03:24:20,11-Jul-2016,Completed,None,7242252,None,USA-ME4947,None
5141135,170,64299,528,54213,Wire,debit,111,01:54:17,11-Jul-2016,Completed,None,289735,None,USA-ME4947,None
8328369,170,64299,528,54213,Wire,debit,443,00:08:23,11-Jul-2016,Completed,None,2950745,None,USA-ME4947,None
7245190,170,64299,528,54213,Wire,debit,324,00:27:21,11-Jul-2016,Completed,None,9993269,None,USA-ME4947,None
1471672,170,64299,528,54213,Wire,debit,399,01:57:16,11-Jul-2016,Completed,None,5113138,None,USA-ME4947,None
8829620,170,64299,528,54213,Wire,debit,741,02:49:37,11-Jul-2016,Completed,None,5139054,None,USA-ME4947,None
7426101,170,64299,528,54213,Wire,debit,746,02:07:24,11-Jul-2016,Completed,None,354731,None,USA-ME4947,None
3240956,170,64299,528,54213,Wire,debit,894,03:15:57,11-Jul-2016,Completed,None,189729,None,USA-ME4947,None
4972602,170,64299,528,54213,Wire,debit,810,03:04:45,11-Jul-2016,Completed,None,7734095,None,USA-ME4947,None
419788,170,64299,528,54213,Wire,debit,842,03:14:01,11-Jul-2016,Completed,None,3334165,None,USA-ME4947,None
8953431,170,64299,528,54213,Wire,debit,802,00:30:54,11-Jul-2016,Completed,None,6520664,None,USA-ME4947,None
4949218,170,64299,528,54213,Wire,debit,876,02:18:49,11-Jul-2016,Completed,None,9828011,None,USA-ME4947,None
8096625,170,64299,528,54213,Wire,debit,228,03:24:46,11-Jul-2016,Completed,None,2829389,None,USA-ME4947,None
3057170,170,64299,528,54213,Wire,debit,700,02:31:21,11-Jul-2016,Completed,None,4003052,None,USA-ME4947,None
9120415,170,64299,528,54213,Wire,debit,0,00:38:20,11-Jul-2016,Completed,None,1883633,None,USA-ME4947,None
3813662,170,64299,528,54213,Wire,debit,902,02:55:30,11-Jul-2016,Completed,None,6690112,None,USA-ME4947,None
752991,170,64299,528,54213,Wire,debit,699,02:42:17,11-Jul-2016,Completed,None,7116909,None,USA-ME4947,None
6170491,170,64299,528,54213,Wire,debit,850,02:27:45,11-Jul-2016,Completed,None,1584797,None,USA-ME4947,None
7513769,170,64299,528,54213,Wire,debit,399,03:58:58,11-Jul-2016,Completed,None,7900617,None,USA-ME4947,None
6467553,170,64299,528,54213,Wire,debit,1,03:57:28,11-Jul-2016,Completed,None,725134,None,USA-ME4947,None
4117085,170,64299,528,54213,Wire,debit,536,01:48:37,11-Jul-2016,Completed,None,3331718,None,USA-ME4947,None
7361027,170,64299,528,54213,Wire,debit,890,03:08:43,11-Jul-2016,Completed,None,7499890,None,USA-ME4947,None
7656447,170,64299,528,54213,Wire,debit,495,00:16:09,11-Jul-2016,Completed,None,2833557,None,USA-ME4947,None
1337291,170,64299,528,54213,Wire,debit,153,02:15:04,11-Jul-2016,Completed,None,4322473,None,USA-ME4947,None
6937828,170,64299,528,54213,Wire,debit,83,03:31:11,11-Jul-2016,Completed,None,4577,None,USA-ME4947,None
9241197,170,64299,528,54213,Wire,debit,248,00:45:33,11-Jul-2016,Completed,None,1870623,None,USA-ME4947,None
3975452,170,64299,528,54213,Wire,debit,255,01:01:25,11-Jul-2016,Completed,None,1324255,None,USA-ME4947,None
6251436,170,64299,528,54213,Wire,debit,287,00:11:57,11-Jul-2016,Completed,None,8215179,None,USA-ME4947,None
8340034,170,64299,528,54213,Wire,debit,114,03:33:00,11-Jul-2016,Completed,None,6628526,None,USA-ME4947,None
6810330,170,64299,528,54213,Wire,debit,634,03:20:41,11-Jul-2016,Completed,None,6364497,None,USA-ME4947,None
858271,170,64299,528,54213,Wire,debit,867,03:40:02,11-Jul-2016,Completed,None,9886665,None,USA-ME4947,None
5353203,170,64299,528,54213,Wire,debit,842,01:00:37,11-Jul-2016,Completed,None,843041,None,USA-ME4947,None
5483155,170,64299,528,54213,Wire,debit,966,00:55:32,11-Jul-2016,Completed,None,4946670,None,USA-ME4947,None
5120928,170,64299,528,54213,Wire,debit,98,02:34:01,11-Jul-2016,Completed,None,9956189,None,USA-ME4947,None
860080,170,64299,528,54213,Wire,debit,528,02:25:14,11-Jul-2016,Completed,None,3176585,None,USA-ME4947,None
8086709,170,64299,528,54213,Wire,debit,249,03:30:32,11-Jul-2016,Completed,None,3662550,None,USA-ME4947,None
917424,170,64299,528,54213,Wire,debit,567,02:00:54,11-Jul-2016,Completed,None,3194905,None,USA-ME4947,None
4840132,170,64299,528,54213,Wire,debit,169,00:50:26,11-Jul-2016,Completed,None,2896227,None,USA-ME4947,None
3740159,170,64299,528,54213,Wire,debit,752,01:41:52,11-Jul-2016,Completed,None,8554647,None,USA-ME4947,None
6034112,170,64299,528,54213,Wire,debit,566,01:23:30,11-Jul-2016,Completed,None,5647707,None,USA-ME4947,None
405503,170,64299,528,54213,Wire,debit,122,03:15:41,11-Jul-2016,Completed,None,1079813,None,USA-ME4947,None
4813035,170,64299,528,54213,Wire,debit,781,02:40:43,11-Jul-2016,Completed,None,7388231,None,USA-ME4947,None
6628253,170,64299,528,54213,Wire,debit,34,02:52:15,11-Jul-2016,Completed,None,5164693,None,USA-ME4947,None
486255,170,64299,528,54213,Wire,debit,874,01:15:13,11-Jul-2016,Completed,None,3251721,None,USA-ME4947,None
3020187,170,64299,528,54213,Wire,debit,614,00:48:44,11-Jul-2016,Completed,None,2432025,None,USA-ME4947,None
6660414,170,64299,528,54213,Wire,debit,154,02:56:23,11-Jul-2016,Completed,None,7513853,None,USA-ME4947,None
4633190,170,64299,528,54213,Wire,debit,646,01:27:58,11-Jul-2016,Completed,None,2441451,None,USA-ME4947,None
2824839,170,64299,528,54213,Wire,debit,527,03:14:48,11-Jul-2016,Completed,None,5379266,None,USA-ME4947,None
8192523,170,64299,528,54213,Wire,debit,688,01:56:42,11-Jul-2016,Completed,None,2554908,None,USA-ME4947,None
6590633,170,64299,528,54213,Wire,debit,89,00:38:21,11-Jul-2016,Completed,None,9811540,None,USA-ME4947,None
2888227,170,64299,528,54213,Wire,debit,517,00:30:11,11-Jul-2016,Completed,None,9507020,None,USA-ME4947,None
8412622,170,64299,528,54213,Wire,debit,820,00:18:26,11-Jul-2016,Completed,None,9535289,None,USA-ME4947,None
7488806,170,64299,528,54213,Wire,debit,115,01:05:58,11-Jul-2016,Completed,None,923909,None,USA-ME4947,None
2995564,170,64299,528,54213,Wire,debit,570,02:59:01,11-Jul-2016,Completed,None,9891849,None,USA-ME4947,None
2414139,170,64299,528,54213,Wire,debit,591,02:02:40,11-Jul-2016,Completed,None,6369808,None,USA-ME4947,None
8177638,170,64299,528,54213,Wire,debit,794,01:59:28,11-Jul-2016,Completed,None,1536114,None,USA-ME4947,None
5075744,170,64299,528,54213,Wire,debit,495,01:30:24,11-Jul-2016,Completed,None,2337376,None,USA-ME4947,None
3382365,170,64299,528,54213,Wire,debit,357,00:43:01,11-Jul-2016,Completed,None,4240541,None,USA-ME4947,None
2067216,170,64299,528,54213,Wire,debit,686,01:26:51,11-Jul-2016,Completed,None,4224042,None,USA-ME4947,None
5477977,170,64299,528,54213,Wire,debit,939,02:02:36,11-Jul-2016,Completed,None,6846780,None,USA-ME4947,None
9155150,170,64299,528,54213,Wire,debit,790,00:34:21,11-Jul-2016,Completed,None,3893272,None,USA-ME4947,None
7822566,170,64299,528,54213,Wire,debit,276,01:46:32,11-Jul-2016,Completed,None,1558856,None,USA-ME4947,None
3443457,170,64299,528,54213,Wire,debit,2,02:24:17,11-Jul-2016,Completed,None,4581398,None,USA-ME4947,None
3720889,170,64299,528,54213,Wire,debit,607,03:27:44,11-Jul-2016,Completed,None,7347813,None,USA-ME4947,None
1203416,170,64299,528,54213,Wire,debit,232,02:54:35,11-Jul-2016,Completed,None,3031627,None,USA-ME4947,None
8834779,170,64299,528,54213,Wire,debit,385,02:37:15,11-Jul-2016,Completed,None,6976701,None,USA-ME4947,None
3079429,170,64299,528,54213,Wire,debit,247,03:33:47,11-Jul-2016,Completed,None,3635768,None,USA-ME4947,None
3664617,170,64299,528,54213,Wire,debit,579,00:02:01,11-Jul-2016,Completed,None,9575039,None,USA-ME4947,None
8954968,170,64299,528,54213,Wire,debit,575,02:32:51,11-Jul-2016,Completed,None,4217269,None,USA-ME4947,None
6089645,170,64299,528,54213,Wire,debit,341,00:15:23,11-Jul-2016,Completed,None,8144563,None,USA-ME4947,None
6884954,170,64299,528,54213,Wire,debit,567,03:05:52,11-Jul-2016,Completed,None,4521017,None,USA-ME4947,None
1926690,170,64299,528,54213,Wire,debit,669,02:12:03,11-Jul-2016,Completed,None,42221,None,USA-ME4947,None
1301840,170,64299,528,54213,Wire,debit,392,00:44:50,11-Jul-2016,Completed,None,9088670,None,USA-ME4947,None
4574098,170,64299,528,54213,Wire,debit,694,03:13:55,11-Jul-2016,Completed,None,8782659,None,USA-ME4947,None
3617434,170,64299,528,54213,Wire,debit,241,03:21:46,11-Jul-2016,Completed,None,1594284,None,USA-ME4947,None
4881998,170,64299,528,54213,Wire,debit,337,03:26:10,11-Jul-2016,Completed,None,9614864,None,USA-ME4947,None
8212062,170,64299,528,54213,Wire,debit,776,01:01:26,11-Jul-2016,Completed,None,1304483,None,USA-ME4947,None
5388182,170,64299,528,54213,Wire,debit,558,00:02:20,11-Jul-2016,Completed,None,6938839,None,USA-ME4947,None
8186492,170,64299,528,54213,Wire,debit,387,03:48:01,11-Jul-2016,Completed,None,5647482,None,USA-ME4947,None
7126956,170,64299,528,54213,Wire,debit,445,03:08:57,11-Jul-2016,Completed,None,7273427,None,USA-ME4947,None
8045346,170,64299,528,54213,Wire,debit,884,00:31:31,11-Jul-2016,Completed,None,5729700,None,USA-ME4947,None
8520182,170,64299,528,54213,Wire,debit,205,03:57:42,11-Jul-2016,Completed,None,1150222,None,USA-ME4947,None
3346396,170,64299,528,54213,Wire,debit,181,01:30:06,11-Jul-2016,Completed,None,2280816,None,USA-ME4947,None
8744651,170,64299,528,54213,Wire,debit,571,02:57:43,11-Jul-2016,Completed,None,3503438,None,USA-ME4947,None
4456731,170,64299,528,54213,Wire,debit,155,01:51:14,11-Jul-2016,Completed,None,4910610,None,USA-ME4947,None
4146815,170,64299,528,54213,Wire,debit,422,03:17:13,11-Jul-2016,Completed,None,7142596,None,USA-ME4947,None
7054610,170,64299,528,54213,Wire,debit,624,03:37:26,11-Jul-2016,Completed,None,772198,None,USA-ME4947,None
6910218,170,64299,528,54213,Wire,debit,971,02:57:52,11-Jul-2016,Completed,None,9249700,None,USA-ME4947,None
5528857,170,64299,528,54213,Wire,debit,706,01:11:13,11-Jul-2016,Completed,None,5123907,None,USA-ME4947,None
4424101,170,64299,528,54213,Wire,debit,52,03:23:47,11-Jul-2016,Completed,None,9931986,None,USA-ME4947,None
9753765,170,64299,528,54213,Wire,debit,570,00:15:36,11-Jul-2016,Completed,None,5717767,None,USA-ME4947,None
3413302,170,64299,528,54213,Wire,debit,438,03:34:01,11-Jul-2016,Completed,None,1501330,None,USA-ME4947,None
341439,170,64299,528,54213,Wire,debit,790,03:04:00,11-Jul-2016,Completed,None,4906384,None,USA-ME4947,None
4325598,170,64299,528,54213,Wire,debit,476,03:44:01,11-Jul-2016,Completed,None,2564756,None,USA-ME4947,None
1368339,170,64299,528,54213,Wire,debit,880,03:28:47,11-Jul-2016,Completed,None,6438389,None,USA-ME4947,None
1497072,170,64299,528,54213,Wire,debit,602,00:57:43,11-Jul-2016,Completed,None,4384958,None,USA-ME4947,None
5694167,170,64299,528,54213,Wire,debit,980,00:06:13,11-Jul-2016,Completed,None,1435560,None,USA-ME4947,None
6416768,170,64299,528,54213,Wire,debit,649,01:11:52,11-Jul-2016,Completed,None,6386264,None,USA-ME4947,None
7990408,170,64299,528,54213,Wire,debit,630,02:51:43,11-Jul-2016,Completed,None,1341733,None,USA-ME4947,None
7853974,170,64299,528,54213,Wire,debit,672,01:10:44,11-Jul-2016,Completed,None,363586,None,USA-ME4947,None
5104015,170,64299,528,54213,Wire,debit,620,03:17:32,11-Jul-2016,Completed,None,1126709,None,USA-ME4947,None
1105696,170,64299,528,54213,Wire,debit,433,01:05:57,11-Jul-2016,Completed,None,9690965,None,USA-ME4947,None
1043290,170,64299,528,54213,Wire,debit,288,00:40:35,11-Jul-2016,Completed,None,1697061,None,USA-ME4947,None
67907,170,64299,528,54213,Wire,debit,221,02:10:51,11-Jul-2016,Completed,None,8416312,None,USA-ME4947,None
1360857,170,64299,528,54213,Wire,debit,834,00:14:23,11-Jul-2016,Completed,None,6261999,None,USA-ME4947,None
4262293,170,64299,528,54213,Wire,debit,81,00:34:39,11-Jul-2016,Completed,None,9714779,None,USA-ME4947,None
8552523,170,64299,528,54213,Wire,debit,817,02:00:41,11-Jul-2016,Completed,None,8184904,None,USA-ME4947,None
7487291,170,64299,528,54213,Wire,debit,470,01:58:06,11-Jul-2016,Completed,None,7096864,None,USA-ME4947,None
3718771,170,64299,528,54213,Wire,debit,538,01:20:54,11-Jul-2016,Completed,None,3497403,None,USA-ME4947,None
6328725,170,64299,528,54213,Wire,debit,525,00:29:33,11-Jul-2016,Completed,None,9127933,None,USA-ME4947,None
2431544,170,64299,528,54213,Wire,debit,665,01:45:53,11-Jul-2016,Completed,None,2020034,None,USA-ME4947,None
4508467,170,64299,528,54213,Wire,debit,483,01:44:54,11-Jul-2016,Completed,None,311842,None,USA-ME4947,None
