id,customerid,fromaccount,toaccount,amount,balance,transactiontype,whentime
20161,61,828379,9999999999,29391.4142809,27384.2367827,1,2015-09-02 18:59:51
20163,62,203790,9999999999,20152.2743675,24866.119092,1,2015-09-02 18:59:51
20165,63,165101,9999999999,14376.0639151,40969.096905,1,2015-09-02 18:59:51
20167,64,420727,9999999999,18253.8507005,31129.1687022,1,2015-09-02 18:59:51
20169,65,745558,9999999999,15785.1810152,36445.9259419,1,2015-09-02 18:59:51
20171,66,781588,9999999999,9016.74057979,20192.1675835,1,2015-09-02 18:59:51
20173,67,531934,9999999999,32000.4422872,4063.31446968,1,2015-09-02 18:59:51
20175,68,471852,9999999999,19538.2503962,65869.3971314,1,2015-09-02 18:59:51
20177,69,413103,9999999999,15088.9014176,30966.250891,1,2015-09-02 18:59:51
20179,70,268381,9999999999,1109.70768479,35054.114926,1,2015-09-02 18:59:51
20181,71,921658,9999999999,7988.46908109,17411.3152387,1,2015-09-02 18:59:51
20183,72,988304,9999999999,6432.20994466,53692.6772994,1,2015-09-02 18:59:51
20185,73,587734,9999999999,25789.0658018,32715.9097024,1,2015-09-02 18:59:51
20187,74,751890,9999999999,14149.9889574,49629.3088809,1,2015-09-02 18:59:51
20189,75,969725,9999999999,14465.2381861,141523.11234,1,2015-09-02 18:59:51
20191,76,708666,9999999999,12219.3302664,42756.3218712,1,2015-09-02 18:59:51
20193,77,764406,9999999999,28746.7497553,44568.0305429,1,2015-09-02 18:59:51
20195,78,874008,9999999999,15882.8315013,45785.5213147,1,2015-09-02 18:59:51
20197,79,475510,9999999999,5488.11633791,16629.9923884,1,2015-09-02 18:59:51
20199,80,960256,9999999999,8772.25751937,54605.9615033,1,2015-09-02 18:59:51
20201,81,962257,9999999999,5171.42451893,36812.5068065,1,2015-09-02 18:59:51
20203,82,940970,9999999999,2592.99996084,43238.5984899,1,2015-09-02 18:59:51
20205,83,943072,9999999999,19960.3645655,30259.8384087,1,2015-09-02 18:59:51
20207,84,749337,9999999999,14996.2827178,42943.4601126,1,2015-09-02 18:59:51
20209,85,486555,9999999999,17579.5998534,38611.4224986,1,2015-09-02 18:59:51
20211,86,930344,9999999999,9885.51067108,29330.9236913,1,2015-09-02 18:59:51
20213,87,602125,9999999999,18807.3221915,16528.4070601,1,2015-09-02 18:59:51
20215,88,752325,9999999999,10692.3172905,35535.4452865,1,2015-09-02 18:59:51
20217,89,893766,9999999999,17993.5510169,84350.9322951,1,2015-09-02 18:59:51
20219,90,624005,9999999999,13639.8507548,52016.9852539,1,2015-09-02 18:59:51
20221,91,275651,9999999999,25998.68304,23739.9357592,1,2015-09-02 18:59:51
20223,92,908786,9999999999,2556.86699067,39436.3268402,1,2015-09-02 18:59:51
20225,93,844747,9999999999,5217.69723166,50068.2602007,1,2015-09-02 18:59:51
20227,94,627076,9999999999,3596.60109431,60014.7002824,1,2015-09-02 18:59:51
20229,95,876359,9999999999,13852.8648822,18738.0298084,1,2015-09-02 18:59:51
20231,96,192134,9999999999,22182.96,74017.9108255,1,2015-09-02 18:59:51
20233,97,666203,9999999999,31308.5320257,31893.0634649,1,2015-09-02 18:59:51
20235,98,674477,9999999999,22242.9071576,32966.9841308,1,2015-09-02 18:59:51
20237,99,418939,9999999999,6670.65930905,61948.435769,1,2015-09-02 18:59:51
20239,100,932297,9999999999,9473.86593899,30241.7872047,1,2015-09-02 18:59:51
20241,47,518505,880727,4565.72996986,20799.4365294,1,2015-09-02 18:59:51
20242,39,518505,880727,4565.72996986,37574.155908,2,2015-09-02 18:59:51
20243,62,203790,165101,4973.2238184,19892.8952736,1,2015-09-02 19:09:51
20244,63,203790,165101,4973.2238184,45942.3207234,2,2015-09-02 19:09:51
20245,56,941307,589197,5382.85021607,33066.0798987,1,2015-09-02 19:19:51
20246,33,941307,589197,5382.85021607,46909.9079869,2,2015-09-02 19:19:51
20247,5,783774,0,5138.57149665,46247.1434698,1,2015-09-02 19:29:51
20248,69,413103,470262,5573.92516037,25392.3257306,1,2015-09-02 19:39:51
20249,31,413103,470262,5573.92516037,14758.3362548,2,2015-09-02 19:39:51
20250,89,893766,752325,8435.09322951,75915.8390656,1,2015-09-02 19:49:51
20251,88,893766,752325,8435.09322951,43970.538516,2,2015-09-02 19:49:51
20252,9,450148,554762,4999.88158173,30713.5582878,1,2015-09-02 19:59:51
20253,20,450148,554762,4999.88158173,72832.6110213,2,2015-09-02 19:59:51
20254,43,936179,874008,7596.81897141,50840.2500394,1,2015-09-02 20:09:51
20255,78,936179,874008,7596.81897141,53382.3402861,2,2015-09-02 20:09:51
20256,46,237738,471852,6516.82759013,20636.6207021,1,2015-09-03 19:19:51
20257,68,237738,471852,6516.82759013,72386.2247216,2,2015-09-03 19:19:51
20258,22,672289,967879,3815.21482152,21619.5506553,1,2015-09-03 19:29:51
20259,29,672289,967879,3815.21482152,38098.1117219,2,2015-09-03 19:29:51
20260,52,306189,674477,3588.67031732,29035.6052947,1,2015-09-03 19:39:51
20261,98,306189,674477,3588.67031732,36555.6544481,2,2015-09-03 19:39:51
20262,33,589197,962257,6567.38711816,40342.5208687,1,2015-09-03 19:49:51
20263,81,589197,962257,6567.38711816,43379.8939247,2,2015-09-03 19:49:51
20264,4,914466,115528,9027.6584358,28587.5850467,1,2015-09-03 19:59:51
20265,17,914466,115528,9027.6584358,42628.4704678,2,2015-09-03 19:59:51
20266,3,500724,192134,6453.04222566,58077.380031,1,2015-09-03 20:09:51
20267,96,500724,192134,6453.04222566,80470.9530511,2,2015-09-03 20:09:51
20268,78,874008,749337,8007.35104291,45374.9892432,1,2015-09-03 20:19:51
20269,84,874008,749337,8007.35104291,50950.8111555,2,2015-09-03 20:19:51
20270,34,371491,163625,4926.35250276,39858.6702496,1,2015-09-03 20:29:51
20271,54,371491,163625,4926.35250276,22357.284799,2,2015-09-03 20:29:51
20272,43,936179,115528,8642.8425067,42197.4075327,1,2015-09-03 20:39:51
20273,17,936179,115528,8642.8425067,51271.3129745,2,2015-09-03 20:39:51
20274,68,471852,531934,5790.89797772,66595.3267438,1,2015-09-03 20:49:51
20275,67,471852,531934,5790.89797772,9854.2124474,2,2015-09-03 20:49:51
20276,49,697202,873515,2408.93812034,10974.0514371,1,2015-09-04 18:59:51
20277,50,697202,873515,2408.93812034,42692.6394725,2,2015-09-04 18:59:51
20278,1,891272,620127,2518.99465875,22670.9519287,1,2015-09-04 19:09:51
20279,12,891272,620127,2518.99465875,86359.9586308,2,2015-09-04 19:09:51
20280,91,275651,873515,2373.99357592,21365.9421833,1,2015-09-04 19:19:51
20281,50,275651,873515,2373.99357592,45066.6330485,2,2015-09-04 19:19:51
20282,62,203790,0,2188.2184801,17704.6767935,1,2015-09-04 19:29:51
20283,46,237738,745558,2682.76069127,17953.8600108,1,2015-09-04 19:39:51
20284,65,237738,745558,2682.76069127,39128.6866332,2,2015-09-04 19:39:51
20285,16,763673,932297,5814.02847255,23256.1138902,1,2015-09-04 19:49:51
20286,100,763673,932297,5814.02847255,36055.8156773,2,2015-09-04 19:49:51
20287,97,666203,918519,9567.91903948,22325.1444255,1,2015-09-04 19:59:51
20288,41,666203,918519,9567.91903948,67337.6016468,2,2015-09-04 19:59:51
20289,10,839923,0,13960.8949431,68162.0164868,1,2015-09-04 20:09:51
20290,14,893318,0,5616.96851695,22467.8740678,1,2015-09-04 20:19:51
20291,77,764406,844747,6685.20458143,37882.8259614,1,2015-09-04 20:29:51
20292,93,764406,844747,6685.20458143,56753.4647821,2,2015-09-04 20:29:51
20293,5,783774,891272,5087.18578168,41159.9576881,1,2015-09-05 19:39:51
20294,1,783774,891272,5087.18578168,27758.1377104,2,2015-09-05 19:39:51
20295,51,491731,518480,10072.7723612,45887.0740898,1,2015-09-05 19:49:51
20296,59,491731,518480,10072.7723612,58969.7855235,2,2015-09-05 19:49:51
20297,20,554762,932297,13109.8699838,59722.7410374,1,2015-09-05 19:59:51
20298,100,554762,932297,13109.8699838,49165.6856611,2,2015-09-05 19:59:51
20299,48,166202,636714,3276.1012457,10374.3206114,1,2015-09-05 20:09:51
20300,7,166202,636714,3276.1012457,58702.1365869,2,2015-09-05 20:09:51
20301,9,450148,393938,5221.30490892,25492.2533788,1,2015-09-05 20:19:51
20302,24,450148,393938,5221.30490892,37348.6939746,2,2015-09-05 20:19:51
20303,82,940970,163625,7350.56174328,35888.0367466,1,2015-09-05 20:29:51
20304,54,940970,163625,7350.56174328,29707.8465423,2,2015-09-05 20:29:51
20305,43,936179,478877,6751.58520524,35445.8223275,1,2015-09-05 20:39:51
20306,19,936179,478877,6751.58520524,50927.5858608,2,2015-09-05 20:39:51
20307,30,393851,0,237.658349168,23528.1765676,1,2015-09-05 20:49:51
20308,88,752325,873515,8794.10770321,35176.4308128,1,2015-09-05 20:59:51
20309,50,752325,873515,8794.10770321,53860.7407517,2,2015-09-05 20:59:51
20310,76,708666,936179,15819.8390923,26936.4827788,1,2015-09-06 19:09:51
20311,43,708666,936179,15819.8390923,51265.6614198,2,2015-09-06 19:09:51
20312,80,960256,237738,10375.1326856,44230.8288177,1,2015-09-06 19:19:51
20313,46,960256,237738,10375.1326856,28328.9926964,2,2015-09-06 19:19:51
20314,13,212335,941307,3188.94705401,21341.4148999,1,2015-09-06 19:29:51
20315,56,212335,941307,3188.94705401,36255.0269527,2,2015-09-06 19:29:51
20316,44,699610,880727,4231.6572936,38084.9156424,1,2015-09-06 19:39:51
20317,39,699610,880727,4231.6572936,41805.8132016,2,2015-09-06 19:39:51
20318,6,663702,0,8933.79296251,65514.4817251,1,2015-09-06 19:49:51
20319,61,828379,663702,9036.79813828,18347.4386444,1,2015-09-06 19:59:51
20320,6,828379,663702,9036.79813828,74551.2798634,2,2015-09-06 19:59:51
20321,90,624005,518505,5201.69852539,46815.2867285,1,2015-09-06 20:09:51
20322,47,624005,518505,5201.69852539,26001.1350548,2,2015-09-06 20:09:51
20323,73,587734,988304,5561.70464941,27154.205053,1,2015-09-06 20:19:51
20324,72,587734,988304,5561.70464941,59254.3819488,2,2015-09-06 20:19:51
20325,64,420727,467280,4046.79193128,27082.3767709,1,2015-09-06 20:29:51
20326,57,420727,467280,4046.79193128,44203.966482,2,2015-09-06 20:29:51
20327,92,908786,923660,4337.99595242,35098.3308878,1,2015-09-07 19:39:51
20328,35,908786,923660,4337.99595242,32245.4937543,2,2015-09-07 19:39:51
20329,38,918862,940970,1027.00593285,5014.20543684,1,2015-09-07 19:49:51
20330,82,918862,940970,1027.00593285,36915.0426795,2,2015-09-07 19:49:51
20331,3,500724,627076,11615.4760062,46461.9040248,1,2015-09-07 19:59:51
20332,94,500724,627076,11615.4760062,71630.1762885,2,2015-09-07 19:59:51
20333,15,524070,844747,3809.50064341,34285.5057907,1,2015-09-07 20:09:51
20334,93,524070,844747,3809.50064341,60562.9654255,2,2015-09-07 20:09:51
20335,84,749337,305156,8661.63789644,42289.1732591,1,2015-09-07 20:19:51
20336,32,749337,305156,8661.63789644,85834.5278445,2,2015-09-07 20:19:51
20337,78,874008,236879,5898.74860161,39476.2406415,1,2015-09-07 20:29:51
20338,45,874008,236879,5898.74860161,50114.2230661,2,2015-09-07 20:29:51
20339,38,918862,941307,551.562598052,4462.64283879,1,2015-09-07 20:39:51
20340,56,918862,941307,551.562598052,36806.5895508,2,2015-09-07 20:39:51
20341,65,745558,962257,6260.58986131,32868.0967719,1,2015-09-07 20:49:51
20342,81,745558,962257,6260.58986131,49640.483786,2,2015-09-07 20:49:51
20343,39,880727,0,7943.10450831,33862.7086933,1,2015-09-07 20:59:51
20344,92,908786,932991,3509.83308878,31588.497799,1,2015-09-07 21:09:51
20345,27,908786,932991,3509.83308878,73033.5325367,2,2015-09-07 21:09:51
20346,46,237738,763673,4815.92875839,23513.063938,1,2015-09-08 19:19:51
20347,16,237738,763673,4815.92875839,28072.0426486,2,2015-09-08 19:19:51
20348,71,921658,518480,2611.69728581,14799.6179529,1,2015-09-08 19:29:51
20349,59,921658,518480,2611.69728581,61581.4828093,2,2015-09-08 19:29:51
20350,55,826972,345727,4396.20446418,35569.2906647,1,2015-09-08 19:39:51
20351,25,826972,345727,4396.20446418,54471.5148423,2,2015-09-08 19:39:51
20352,87,602125,918862,1487.55663541,15040.8504247,1,2015-09-08 19:49:51
20353,38,602125,918862,1487.55663541,5950.19947419,2,2015-09-08 19:49:51
20354,16,763673,0,5052.96767674,23019.0749718,1,2015-09-08 19:59:51
20355,58,624937,764406,8295.16483653,40499.9224372,1,2015-09-08 20:09:51
20356,77,624937,764406,8295.16483653,46177.990798,2,2015-09-08 20:09:51
20357,2,567538,878538,5017.5798347,26342.2941322,1,2015-09-08 20:19:51
20358,8,567538,878538,5017.5798347,49993.3553053,2,2015-09-08 20:19:51
20359,32,305156,413103,17166.9055689,68667.6222756,1,2015-09-08 20:29:51
20360,69,305156,413103,17166.9055689,42559.2312995,2,2015-09-08 20:29:51
20361,17,115528,0,7177.98381643,44093.3291581,1,2015-09-08 20:39:51
20362,9,450148,150467,2549.22533788,22943.028041,1,2015-09-09 18:49:51
20363,42,450148,150467,2549.22533788,27004.8675663,2,2015-09-09 18:49:51
20364,15,524070,236879,6171.39104232,28114.1147484,1,2015-09-09 18:59:51
20365,45,524070,236879,6171.39104232,56285.6141085,2,2015-09-09 18:59:51
20366,47,518505,531934,6500.28376369,19500.8512911,1,2015-09-09 19:09:51
20367,67,518505,531934,6500.28376369,16354.4962111,2,2015-09-09 19:09:51
20368,55,826972,844747,5691.08650636,29878.2041584,1,2015-09-09 19:19:51
20369,93,826972,844747,5691.08650636,66254.0519319,2,2015-09-09 19:19:51
20370,49,697202,166202,2414.29131617,8559.76012096,1,2015-09-09 19:29:51
20371,48,697202,166202,2414.29131617,12788.6119276,2,2015-09-09 19:29:51
20372,40,712159,413103,8410.40000168,41062.5411847,1,2015-09-09 19:39:51
20373,69,712159,413103,8410.40000168,50969.6313012,2,2015-09-09 19:39:51
20374,78,874008,918862,4342.38647057,35133.854171,1,2015-09-09 19:49:51
20375,38,874008,918862,4342.38647057,10292.5859448,2,2015-09-09 19:49:51
20376,60,936429,873515,2622.65557276,19232.8075336,1,2015-09-09 19:59:51
20377,50,936429,873515,2622.65557276,56483.3963244,2,2015-09-09 19:59:51
20378,14,893318,918519,4268.89607289,18198.9779949,1,2015-09-09 20:09:51
20379,41,893318,918519,4268.89607289,71606.4977196,2,2015-09-09 20:09:51
20380,64,420727,305156,5145.65158647,21936.7251844,1,2015-09-09 20:19:51
20381,32,420727,305156,5145.65158647,73813.2738621,2,2015-09-09 20:19:51
20382,20,554762,764406,6569.50151412,53153.2395233,1,2015-09-09 20:29:51
20383,77,554762,764406,6569.50151412,52747.4923121,2,2015-09-09 20:29:51
20384,1,891272,8888888888,1196.0,26562.1377104,1,2015-09-10 19:39:51
20386,2,567538,8888888888,1705.0,24637.2941322,1,2015-09-10 19:39:51
20388,3,500724,8888888888,908.0,45553.9040248,1,2015-09-10 19:39:51
20390,4,914466,8888888888,4144.0,24443.5850467,1,2015-09-10 19:39:51
20392,5,783774,8888888888,2722.0,38437.9576881,1,2015-09-10 19:39:51
20394,6,663702,8888888888,3511.0,71040.2798634,1,2015-09-10 19:39:51
20396,7,636714,8888888888,3284.0,55418.1365869,1,2015-09-10 19:39:51
20398,8,878538,8888888888,679.0,49314.3553053,1,2015-09-10 19:39:51
20400,9,450148,8888888888,1394.0,21549.028041,1,2015-09-10 19:39:51
20402,10,839923,8888888888,2765.0,65397.0164868,1,2015-09-10 19:39:51
20404,11,891150,8888888888,4256.0,56012.0724009,1,2015-09-10 19:39:51
20406,12,620127,8888888888,3577.0,82782.9586308,1,2015-09-10 19:39:51
20408,13,212335,8888888888,3032.0,18309.4148999,1,2015-09-10 19:39:51
20410,14,893318,8888888888,1798.0,16400.9779949,1,2015-09-10 19:39:51
20412,15,524070,8888888888,3929.0,24185.1147484,1,2015-09-10 19:39:51
20414,16,763673,8888888888,1615.0,21404.0749718,1,2015-09-10 19:39:51
20416,17,115528,8888888888,2657.0,41436.3291581,1,2015-09-10 19:39:51
20418,18,220113,8888888888,3221.0,24727.7512863,1,2015-09-10 19:39:51
20420,19,478877,8888888888,1312.0,49615.5858608,1,2015-09-10 19:39:51
20422,20,554762,8888888888,5515.0,47638.2395233,1,2015-09-10 19:39:51
20424,21,871572,8888888888,2750.0,13719.327797,1,2015-09-10 19:39:51
20426,22,672289,8888888888,4363.0,17256.5506553,1,2015-09-10 19:39:51
20428,23,768282,8888888888,3965.0,49888.342078,1,2015-09-10 19:39:51
20430,24,393938,8888888888,1841.0,35507.6939746,1,2015-09-10 19:39:51
20432,25,345727,8888888888,2449.0,52022.5148423,1,2015-09-10 19:39:51
20434,26,954873,8888888888,4538.0,26903.3004194,1,2015-09-10 19:39:51
20436,27,932991,8888888888,5482.0,67551.5325367,1,2015-09-10 19:39:51
20438,28,184756,8888888888,3085.0,19363.1462777,1,2015-09-10 19:39:51
20440,29,967879,8888888888,1467.0,36631.1117219,1,2015-09-10 19:39:51
20442,30,393851,8888888888,2964.0,20564.1765676,1,2015-09-10 19:39:51
20444,31,470262,8888888888,4452.0,10306.3362548,1,2015-09-10 19:39:51
20446,32,305156,8888888888,5121.0,68692.2738621,1,2015-09-10 19:39:51
20448,33,589197,8888888888,2128.0,38214.5208687,1,2015-09-10 19:39:51
20450,34,371491,8888888888,5925.0,33933.6702496,1,2015-09-10 19:39:51
20452,35,923660,8888888888,1422.0,30823.4937543,1,2015-09-10 19:39:51
20454,36,125917,8888888888,4921.0,19329.7023642,1,2015-09-10 19:39:51
20456,37,308183,8888888888,1640.0,22218.2084985,1,2015-09-10 19:39:51
20458,38,918862,8888888888,5093.0,5199.58594476,1,2015-09-10 19:39:51
20460,39,880727,8888888888,2939.0,30923.7086933,1,2015-09-10 19:39:51
20462,40,712159,8888888888,5550.0,35512.5411847,1,2015-09-10 19:39:51
20464,41,918519,8888888888,1530.0,70076.4977196,1,2015-09-10 19:39:51
20466,42,150467,8888888888,1524.0,25480.8675663,1,2015-09-10 19:39:51
20468,43,936179,8888888888,1423.0,49842.6614198,1,2015-09-10 19:39:51
20470,44,699610,8888888888,3329.0,34755.9156424,1,2015-09-10 19:39:51
20472,45,236879,8888888888,4491.0,51794.6141085,1,2015-09-10 19:39:51
20474,46,237738,8888888888,3942.0,19571.063938,1,2015-09-10 19:39:51
20476,47,518505,8888888888,5914.0,13586.8512911,1,2015-09-10 19:39:51
20478,48,166202,8888888888,3880.0,8908.61192755,1,2015-09-10 19:39:51
20480,49,697202,8888888888,737.0,7822.76012096,1,2015-09-10 19:39:51
20482,50,873515,8888888888,1839.0,54644.3963244,1,2015-09-10 19:39:51
20484,51,491731,8888888888,5063.0,40824.0740898,1,2015-09-10 19:39:51
20486,52,306189,8888888888,1655.0,27380.6052947,1,2015-09-10 19:39:51
20488,53,943992,8888888888,5435.0,32434.4364458,1,2015-09-10 19:39:51
20490,54,163625,8888888888,2573.0,27134.8465423,1,2015-09-10 19:39:51
20492,55,826972,8888888888,5548.0,24330.2041584,1,2015-09-10 19:39:51
20494,56,941307,8888888888,3680.0,33126.5895508,1,2015-09-10 19:39:51
20496,57,467280,8888888888,4819.0,39384.966482,1,2015-09-10 19:39:51
20498,58,624937,8888888888,3280.0,37219.9224372,1,2015-09-10 19:39:51
20500,59,518480,8888888888,5920.0,55661.4828093,1,2015-09-10 19:39:51
20502,60,936429,8888888888,2609.0,16623.8075336,1,2015-09-10 19:39:51
20504,61,828379,8888888888,4098.0,14249.4386444,1,2015-09-10 19:39:51
20506,62,203790,8888888888,3942.0,13762.6767935,1,2015-09-10 19:39:51
20508,63,165101,8888888888,4054.0,41888.3207234,1,2015-09-10 19:39:51
20510,64,420727,8888888888,4781.0,17155.7251844,1,2015-09-10 19:39:51
20512,65,745558,8888888888,3279.0,29589.0967719,1,2015-09-10 19:39:51
20514,66,781588,8888888888,4934.0,15258.1675835,1,2015-09-10 19:39:51
20516,67,531934,8888888888,5041.0,11313.4962111,1,2015-09-10 19:39:51
20518,68,471852,8888888888,5161.0,61434.3267438,1,2015-09-10 19:39:51
20520,69,413103,8888888888,4338.0,46631.6313012,1,2015-09-10 19:39:51
20522,70,268381,8888888888,864.0,34190.114926,1,2015-09-10 19:39:51
20524,71,921658,8888888888,2101.0,12698.6179529,1,2015-09-10 19:39:51
20526,72,988304,8888888888,4646.0,54608.3819488,1,2015-09-10 19:39:51
20528,73,587734,8888888888,5647.0,21507.205053,1,2015-09-10 19:39:51
20530,74,751890,8888888888,4304.0,45325.3088809,1,2015-09-10 19:39:51
20532,75,969725,8888888888,4697.0,136826.11234,1,2015-09-10 19:39:51
20534,76,708666,8888888888,2111.0,24825.4827788,1,2015-09-10 19:39:51
20536,77,764406,8888888888,4992.0,47755.4923121,1,2015-09-10 19:39:51
20538,78,874008,8888888888,5167.0,29966.854171,1,2015-09-10 19:39:51
20540,79,475510,8888888888,2191.0,14438.9923884,1,2015-09-10 19:39:51
20542,80,960256,8888888888,3124.0,41106.8288177,1,2015-09-10 19:39:51
20544,81,962257,8888888888,1787.0,47853.483786,1,2015-09-10 19:39:51
20546,82,940970,8888888888,2315.0,34600.0426795,1,2015-09-10 19:39:51
20548,83,943072,8888888888,5207.0,25052.8384087,1,2015-09-10 19:39:51
20550,84,749337,8888888888,2270.0,40019.1732591,1,2015-09-10 19:39:51
20552,85,486555,8888888888,5759.0,32852.4224986,1,2015-09-10 19:39:51
20554,86,930344,8888888888,1393.0,27937.9236913,1,2015-09-10 19:39:51
20556,87,602125,8888888888,5230.0,9810.8504247,1,2015-09-10 19:39:51
20558,88,752325,8888888888,2625.0,32551.4308128,1,2015-09-10 19:39:51
20560,89,893766,8888888888,3810.0,72105.8390656,1,2015-09-10 19:39:51
20562,90,624005,8888888888,4627.0,42188.2867285,1,2015-09-10 19:39:51
20564,91,275651,8888888888,4221.0,17144.9421833,1,2015-09-10 19:39:51
20566,92,908786,8888888888,1691.0,29897.497799,1,2015-09-10 19:39:51
20568,93,844747,8888888888,2223.0,64031.0519319,1,2015-09-10 19:39:51
20570,94,627076,8888888888,3071.0,68559.1762885,1,2015-09-10 19:39:51
20572,95,876359,8888888888,3844.0,14894.0298084,1,2015-09-10 19:39:51
20574,96,192134,8888888888,5931.0,74539.9530511,1,2015-09-10 19:39:51
20576,97,666203,8888888888,3947.0,18378.1444255,1,2015-09-10 19:39:51
20578,98,674477,8888888888,5793.0,30762.6544481,1,2015-09-10 19:39:51
20580,99,418939,8888888888,2691.0,59257.435769,1,2015-09-10 19:39:51
20582,100,932297,8888888888,1869.0,47296.6856611,1,2015-09-10 19:39:51
20584,17,115528,163625,7044.17595687,34392.1532012,1,2015-09-10 19:39:51
20585,54,115528,163625,7044.17595687,34179.0224992,2,2015-09-10 19:39:51
20586,93,844747,450148,12165.8998671,51865.1520648,1,2015-09-10 19:49:51
20587,9,844747,450148,12165.8998671,33714.927908,2,2015-09-10 19:49:51
20588,41,918519,418939,14015.2995439,56061.1981757,1,2015-09-10 19:59:51
20589,99,918519,418939,14015.2995439,73272.7353129,2,2015-09-10 19:59:51
20590,14,893318,236879,2132.12713934,14268.8508556,1,2015-09-10 20:09:51
20591,45,893318,236879,2132.12713934,53926.7412478,2,2015-09-10 20:09:51
20592,59,518480,500724,8905.83724949,46755.6455598,1,2015-09-10 20:19:51
20593,3,518480,500724,8905.83724949,54459.7412743,2,2015-09-10 20:19:51
20594,34,371491,166202,12216.1212899,21717.5489597,1,2015-09-10 20:29:51
20595,48,371491,166202,12216.1212899,21124.7332174,2,2015-09-10 20:29:51
20596,3,500724,345727,10347.3508421,44112.3904322,1,2015-09-10 20:39:51
20597,25,500724,345727,10347.3508421,62369.8656844,2,2015-09-10 20:39:51
20598,98,674477,275651,4306.77162274,26455.8828254,1,2015-09-10 20:49:51
20599,91,674477,275651,4306.77162274,21451.713806,2,2015-09-10 20:49:51
20600,38,918862,932991,987.921329505,4211.66461526,1,2015-09-10 20:59:51
20601,27,918862,932991,987.921329505,68539.4538662,2,2015-09-10 20:59:51
20602,22,672289,237738,2761.04810484,14495.5025504,1,2015-09-11 19:09:51
20603,46,672289,237738,2761.04810484,22332.1120429,2,2015-09-11 19:09:51
20604,11,891150,486555,7841.69013612,48170.3822647,1,2015-09-11 19:19:51
20605,85,891150,486555,7841.69013612,40694.1126347,2,2015-09-11 19:19:51
20606,15,524070,268381,4353.32065471,19831.7940937,1,2015-09-11 19:29:51
20607,70,524070,268381,4353.32065471,38543.4355808,2,2015-09-11 19:29:51
20608,40,712159,936429,4616.63035401,30895.9108307,1,2015-09-11 19:39:51
20609,60,712159,936429,4616.63035401,21240.4378876,2,2015-09-11 19:39:51
20610,3,500724,0,3087.86733025,41024.5231019,1,2015-09-11 19:49:51
20611,43,936179,936429,5482.69275618,44359.9686636,1,2015-09-11 19:59:51
20612,60,936179,936429,5482.69275618,26723.1306438,2,2015-09-11 19:59:51
20613,19,478877,0,3473.09101025,46142.4948505,1,2015-09-11 20:09:51
20614,40,712159,873515,6179.18216614,24716.7286645,1,2015-09-11 20:19:51
20615,50,712159,873515,6179.18216614,60823.5784906,2,2015-09-11 20:19:51
20616,47,518505,268381,1766.29066784,11820.5606232,1,2015-09-11 20:29:51
20617,70,518505,268381,1766.29066784,40309.7262486,2,2015-09-11 20:29:51
20618,63,165101,891150,5026.5984868,36861.7222366,1,2015-09-11 20:39:51
20619,11,165101,891150,5026.5984868,53196.9807515,2,2015-09-11 20:39:51
20620,22,672289,627076,5218.38091815,9277.12163228,1,2015-09-12 18:49:51
20621,94,672289,627076,5218.38091815,73777.5572067,2,2015-09-12 18:49:51
20622,28,184756,932991,6196.20680885,13166.9394688,1,2015-09-12 18:59:51
20623,27,184756,932991,6196.20680885,74735.660675,2,2015-09-12 18:59:51
20624,57,467280,941307,4726.19597784,34658.7705042,1,2015-09-12 19:09:51
20625,56,467280,941307,4726.19597784,37852.7855286,2,2015-09-12 19:09:51
20626,33,589197,0,6878.61375637,31335.9071123,1,2015-09-12 19:19:51
20627,37,308183,826972,3554.91335976,18663.2951388,1,2015-09-12 19:29:51
20628,55,308183,826972,3554.91335976,27885.1175181,2,2015-09-12 19:29:51
20629,42,150467,554762,4076.93881061,21403.9287557,1,2015-09-12 19:39:51
20630,20,150467,554762,4076.93881061,51715.1783339,2,2015-09-12 19:39:51
20631,1,891272,393851,4781.18478787,21780.9529225,1,2015-09-12 19:49:51
20632,30,891272,393851,4781.18478787,25345.3613555,2,2015-09-12 19:49:51
20633,13,212335,891150,3478.78883099,14830.626069,1,2015-09-12 19:59:51
20634,11,212335,891150,3478.78883099,56675.7695825,2,2015-09-12 19:59:51
20635,44,699610,914466,0.0,34755.9156424,1,2015-09-12 20:09:51
20636,4,699610,914466,0.0,24443.5850467,2,2015-09-12 20:09:51
20637,38,918862,941307,673.866338441,3537.79827682,1,2015-09-12 20:19:51
20638,56,918862,941307,673.866338441,38526.651867,2,2015-09-12 20:19:51
20639,22,672289,943992,927.712163228,8349.40946905,1,2015-09-13 19:29:51
20640,53,672289,943992,927.712163228,33362.148609,2,2015-09-13 19:29:51
20641,48,166202,878538,0.0,21124.7332174,1,2015-09-13 19:39:51
20642,8,166202,878538,0.0,49314.3553053,2,2015-09-13 19:39:51
20643,51,491731,587734,5307.12963168,35516.9444582,1,2015-09-13 19:49:51
20644,73,491731,587734,5307.12963168,26814.3346847,2,2015-09-13 19:49:51
20645,54,163625,893766,6494.01427485,27685.0082243,1,2015-09-13 19:59:51
20646,89,163625,893766,6494.01427485,78599.8533404,2,2015-09-13 19:59:51
20647,71,921658,192134,2285.75123152,10412.8667214,1,2015-09-13 20:09:51
20648,96,921658,192134,2285.75123152,76825.7042827,2,2015-09-13 20:09:51
20649,68,471852,699610,3686.05960463,57748.2671392,1,2015-09-13 20:19:51
